,pl_name,pl_bmasse,pl_rade,pl_insol,pl_eqt,pl_orbeccen,pl_orbsmax,sy_pnum,sy_snum,st_spectype,st_teff
6074,KMT-2019-BLG-1806L b,4.67,,,,,3.02,1,1,,
6075,KMT-2019-BLG-1806L b,4.67,,,,,2.87,1,1,,
6076,KMT-2019-BLG-1806L b,4.63,,,,,3.11,1,1,,
6077,KMT-2019-BLG-1806L b,4.79,,,,,3.17,1,1,,
6078,KMT-2019-BLG-1806L b,4.47,,,,,2.85,1,1,,
6079,KMT-2019-BLG-1953L b,200.0,,,,,,1,1,,
6080,KMT-2019-BLG-1953L b,,,,,,,1,1,,
6081,KMT-2019-BLG-1953L b,,,,,,,1,1,,
6082,KMT-2019-BLG-1953L b,,,,,,,1,1,,
6083,KMT-2019-BLG-1953L b,,,,,,,1,1,,
6084,KMT-2019-BLG-1953L b,,,,,,,1,1,,
6085,KMT-2019-BLG-2783L b,368.68095212,,,,,1.85,1,1,,
6086,KMT-2019-BLG-2974L b,88.99195396,,,,,2.0,1,1,,
6087,KMT-2020-BLG-0414L b,1.21,,,,,1.79,2,1,,
6088,KMT-2020-BLG-0414L b,0.96,,,,,1.26,2,1,,
6089,KMT-2020-BLG-0414L b,1.28,,,,,1.62,2,1,,
6090,KMT-2020-BLG-0414L b,0.86,,,,,1.04,2,1,,
6091,KMT-2020-BLG-0414L c,7405.4018831,,,,,0.16,2,1,,
6092,KMT-2020-BLG-0414L c,4894.5574678,,,,,0.12,2,1,,
6093,KMT-2020-BLG-0414L c,5371.3000783,,,,,16.6,2,1,,
6094,KMT-2020-BLG-0414L c,3972.8550875,,,,,11.4,2,1,,
6095,KMT-2021-BLG-0119L b,1897.43558979,,,,,3.23,1,1,,
6096,KMT-2021-BLG-0119L b,1754.41280664,,,,,2.92,1,1,,
6097,KMT-2021-BLG-0119L b,1773.48251106,,,,,2.87,1,1,,
6098,KMT-2021-BLG-0119L b,1802.08706769,,,,,3.24,1,1,,
6099,KMT-2021-BLG-0171L b,11.5,,,,,4.5,1,1,,5200.0
6100,KMT-2021-BLG-0171L b,11.4,,,,,4.4,1,1,,5200.0
6101,KMT-2021-BLG-0171L b,6.0,,,,,3.7,1,1,,5200.0
6102,KMT-2021-BLG-0171L b,5.8,,,,,3.6,1,1,,5200.0
6103,KMT-2021-BLG-0171L b,6.1,,,,,3.8,1,1,,5200.0
6104,KMT-2021-BLG-0171L b,5.8,,,,,3.7,1,1,,5200.0
6105,KMT-2021-BLG-0171L b,11.8,,,,,3.3,1,1,,5200.0
6106,KMT-2021-BLG-0171L b,5.9,,,,,3.6,1,1,,5200.0
6107,KMT-2021-BLG-0171L b,11.2,,,,,3.5,1,1,,5200.0
6108,KMT-2021-BLG-0171L b,12.1,,,,,2.9,1,1,,5200.0
6109,KMT-2021-BLG-0171L b,11.8,,,,,2.8,1,1,,5200.0
6110,KMT-2021-BLG-0192L b,31.7828407,,,,,2.76,1,1,,
6111,KMT-2021-BLG-0192L b,34.96112477,,,,,1.62,1,1,,
6112,KMT-2021-BLG-0192L b,31.7828407,,,,,1.62,1,1,,
6113,KMT-2021-BLG-0192L b,60.38739733,,,,,3.51,1,1,,
6114,KMT-2021-BLG-0192L b,60.38739733,,,,,2.07,1,1,,
6115,KMT-2021-BLG-0192L b,31.7828407,,,,,2.79,1,1,,
6116,KMT-2021-BLG-0240L b,66.74396547,,,,,2.8,1,1,,
6117,KMT-2021-BLG-0240L b,66.74396547,,,,,3.1,1,1,,
6118,KMT-2021-BLG-0240L b,127.1313628,,,,,2.7,1,1,,
6119,KMT-2021-BLG-0240L b,127.1313628,,,,,2.7,1,1,,
6120,KMT-2021-BLG-0240L b,127.1313628,,,,,2.5,1,1,,
6121,KMT-2021-BLG-0240L b,127.1313628,,,,,2.5,1,1,,
6122,KMT-2021-BLG-0320L b,31.7828407,,,,,1.54,1,1,,
6123,KMT-2021-BLG-0320L b,31.7828407,,,,,2.55,1,1,,
6124,KMT-2021-BLG-0322L b,2034.1018048,,,,,,1,2,,
6125,KMT-2021-BLG-0322L b,,,,,,,1,2,,
6126,KMT-2021-BLG-0712L b,25.76,,,,,1.57,1,1,,
6127,KMT-2021-BLG-0712L b,39.9,,,,,2.29,1,1,,
6128,KMT-2021-BLG-0712L b,38.19,,,,,2.22,1,1,,
6129,KMT-2021-BLG-0736L b,21.0,,,,,4.0,1,1,,
6130,KMT-2021-BLG-0748L b,130.30964687,,,,,2.35,1,1,,
6131,KMT-2021-BLG-0748L b,149.37935129,,,,,2.46,1,1,,
6132,KMT-2021-BLG-0748L b,143.02278315,,,,,2.43,1,1,,
6133,KMT-2021-BLG-0909L b,400.46379282,,,,,1.75,1,1,,
6134,KMT-2021-BLG-0912L b,2.81,,,,,3.14,1,1,K,
6135,KMT-2021-BLG-0912L b,6.92,,,,,3.03,1,1,K,
6136,KMT-2021-BLG-1077L b,69.92224954,,,,,1.26,2,1,M V,
6137,KMT-2021-BLG-1077L b,69.92224954,,,,,1.26,2,1,M V,
6138,KMT-2021-BLG-1077L c,79.45710175,,,,,0.93,2,1,M V,
6139,KMT-2021-BLG-1077L c,79.45710175,,,,,0.93,2,1,M V,
6140,KMT-2021-BLG-1105L b,406.82036096,,,,,2.82,1,1,,
6141,KMT-2021-BLG-1105L b,753.25332459,,,,,3.7,1,1,,
6142,KMT-2021-BLG-1105L b,772.32302901,,,,,4.79,1,1,,
6143,KMT-2021-BLG-1105L b,394.10722468,,,,,2.78,1,1,,
6144,KMT-2021-BLG-1105L b,403.64207689,,,,,3.6,1,1,,
6145,KMT-2021-BLG-1105L b,413.1769291,,,,,3.64,1,1,,
6146,KMT-2021-BLG-1105L b,413.1769291,,,,,3.54,1,1,,
6147,KMT-2021-BLG-1150L b,279.68899816,,,,,4.5,1,1,,
6148,KMT-2021-BLG-1150L b,279.68899816,,,,,4.5,1,1,,
6149,KMT-2021-BLG-1253L b,19.05,,,,,1.52,1,1,,
6150,KMT-2021-BLG-1253L b,22.05,,,,,1.72,1,1,,
6151,KMT-2021-BLG-1253L b,17.74,,,,,1.3,1,1,,
6152,KMT-2021-BLG-1253L b,22.23,,,,,1.96,1,1,,
6153,KMT-2021-BLG-1253L b,17.42,,,,,1.76,1,1,,
6154,KMT-2021-BLG-1303L b,120.77479466,,,,,2.89,1,1,,
6155,KMT-2021-BLG-1372L b,61.27,,,,,2.37,1,1,,
6156,KMT-2021-BLG-1372L b,58.95,,,,,2.22,1,1,,
6157,KMT-2021-BLG-1372L b,62.41,,,,,2.45,1,1,,
6158,KMT-2021-BLG-1391L b,4.67,,,,,2.41,1,1,,
6159,KMT-2021-BLG-1391L b,3.52,,,,,1.49,1,1,,
6160,KMT-2021-BLG-1391L b,4.67,,,,,2.26,1,1,,
6161,KMT-2021-BLG-1391L b,3.57,,,,,1.63,1,1,,
6162,KMT-2021-BLG-1391L b,4.55,,,,,2.29,1,1,,
6163,KMT-2021-BLG-1547L b,467.20775829,,,,,4.5,1,1,,
6164,KMT-2021-BLG-1554L b,38.13940884,,,,,0.96,1,1,,
6165,KMT-2021-BLG-1554L b,,,,,,,1,1,,
6166,KMT-2021-BLG-1554L b,38.13940884,,,,,0.72,1,1,,
6167,KMT-2021-BLG-1689L b,39.0,,,,,3.3,1,1,,4570.0
6168,KMT-2021-BLG-1689L b,39.0,,,,,3.1,1,1,,4570.0
6169,KMT-2021-BLG-1689L b,45.0,,,,,3.0,1,1,,4570.0
6170,KMT-2021-BLG-1689L b,46.0,,,,,2.2,1,1,,4570.0
6171,KMT-2021-BLG-1689L b,39.0,,,,,3.5,1,1,,4570.0
6172,KMT-2021-BLG-1689L b,46.0,,,,,2.5,1,1,,4570.0
6173,KMT-2021-BLG-1689L b,46.0,,,,,2.5,1,1,,4570.0
6174,KMT-2021-BLG-1770L b,6674.396547,,,,,0.9,1,1,,
6175,KMT-2021-BLG-1898L b,251.08444153,,,,,3.0,1,1,,
6176,KMT-2021-BLG-1898L b,232.01473711,,,,,1.9,1,1,,
6177,KMT-2021-BLG-2010L b,340.07639549,,,,,1.79,1,1,,
6178,KMT-2021-BLG-2010L b,340.07639549,,,,,2.42,1,1,,
6179,KMT-2021-BLG-2294L b,22.24798849,,,,,1.15,1,1,,
6180,KMT-2021-BLG-2294L b,22.24798849,,,,,0.94,1,1,,
6181,KMT-2021-BLG-2294L b,22.24798849,,,,,1.07,1,1,,
6182,KMT-2021-BLG-2294L b,22.24798849,,,,,1.13,1,1,,
6183,KMT-2021-BLG-2478L b,286.0455663,,,,,1.87,1,1,,
6184,KMT-2021-BLG-2478L b,289.22385037,,,,,1.83,1,1,,
6185,KMT-2021-BLG-2478L b,286.0455663,,,,,1.85,1,1,,
6186,KMT-2021-BLG-2609L b,10.17050902,,,,,2.3,1,1,,
6187,KMT-2021-BLG-2609L b,35.59678158,,,,,2.3,1,1,,
6188,KMT-2022-BLG-0303L b,163.04597279,,,,,4.81,1,1,,
6189,KMT-2022-BLG-0371L b,82.63538582,,,,,3.02,1,1,,
6190,KMT-2022-BLG-0371L b,82.63538582,,,,,3.42,1,1,,
6191,KMT-2022-BLG-0440L b,15.4,,,,,1.9,1,1,,
6192,KMT-2022-BLG-0440L b,15.3,,,,,4.6,1,1,,
6193,KMT-2022-BLG-1013L b,98.52680617,,,,,1.38,1,1,,
6194,KMT-2022-BLG-2286L b,6038.739733,,,,,2.02,1,1,,
6195,KMT-2022-BLG-2286L b,13666.621501,,,,,3.32,1,1,,
6196,KMT-2023-BLG-0416L b,1954.64470305,,,,,3.73,1,1,,
6197,KMT-2023-BLG-0416L b,13.34879309,,,,,3.04,1,1,,
6198,KMT-2023-BLG-0416L b,2116.73719062,,,,,2.32,1,1,,
6199,KMT-2023-BLG-0416L b,13.03096469,,,,,2.96,1,1,,
6200,KMT-2023-BLG-0469L b,39.41072247,,,,,2.31,1,1,,
6201,KMT-2023-BLG-0469L b,39.41072247,,,,,2.32,1,1,,
6202,KMT-2023-BLG-0469L b,39.41072247,,,,,2.42,1,1,,
6203,KMT-2023-BLG-0735L b,38.77506565,,,,,2.96,1,1,,
6204,KMT-2023-BLG-0735L b,38.77506565,,,,,2.66,1,1,,
6205,KMT-2023-BLG-1431L b,13.4,,,,,2.3,1,1,,
6206,KMT-2023-BLG-1431L b,13.6,,,,,3.2,1,1,,
6207,KMT-2023-BLG-1454L b,177.98390792,,,,,1.33,1,1,,
6208,KMT-2023-BLG-1454L b,95.3485221,,,,,1.26,1,1,,
6209,KMT-2023-BLG-1454L b,200.23189641,,,,,1.18,1,1,,
6210,KMT-2023-BLG-1454L b,244.72787339,,,,,1.47,1,1,,
6211,KMT-2023-BLG-1642L b,343.25467956,,,,,1.41,1,1,,
6212,KMT-2023-BLG-1642L b,406.82036096,,,,,1.32,1,1,,
6213,KMT-2023-BLG-1743L b,6356.56814,,,,,1.16,1,1,,
6214,KMT-2023-BLG-1866L b,3.69,,,,,2.5,1,1,,
6215,KMT-2023-BLG-1866L b,3.98,,,,,2.48,1,1,,
6216,KMT-2023-BLG-1866L b,2.63,,,,,2.63,1,1,,
6217,KMT-2024-BLG-1044L b,13.68,,,,,,1,1,,
6218,KMT-2024-BLG-1044L b,7.75,,,,,,1,1,,
6219,KOBE-1 b,8.8,,20.56,594.4,0.0,0.07006,2,1,K7 V,4135.0
6220,KOBE-1 c,12.4,,3.91,392.5,0.0,0.16071,2,1,K7 V,4135.0
6221,KOI-12 b,,14.59767531,183.2136,938.34,,,2,1,,6779.2
6222,KOI-12 b,,,,,,,2,1,,6779.23
6223,KOI-12 b,,,,,,,2,1,,6779.23
6224,KOI-12 b,,13.4,,912.0,0.0,0.144,2,1,,6635.0
6225,KOI-12 b,,13.16,163.04,911.0,0.0,0.1491,2,1,,6823.0
6226,KOI-12 b,,18.37,,,,,2,1,,6918.0
6227,KOI-12 b,1690.8556,17.26186,,,0.72,,2,1,,6820.0
6228,KOI-12 b,,14.63,186.24,942.0,0.0,0.1463,2,1,,6635.0
6229,KOI-12 b,,14.433,196.507,,,,2,1,,6820.0
6230,KOI-12 b,3178.3,16.02887,,,0.72,0.151,2,1,,6820.0
6231,KOI-12 b,,14.63,186.24,942.0,0.0,0.1463,2,1,,6635.0
6232,KOI-12 b,,,,,,,2,1,,6779.23
6233,KOI-12 b,,,,,,,2,1,,
6234,KOI-12 b,,,,,,,2,1,,6820.0
6235,KOI-12 b,349.613,13.78707,,,0.34,0.154,2,1,,
6236,KOI-12 b,,14.63,186.24,942.0,0.0,0.1463,2,1,,6635.0
6237,KOI-1257 b,,7.62,4.24,366.0,0.0,0.3529,1,2,,5321.0
6238,KOI-1257 b,,,,,,,1,2,,
6239,KOI-1257 b,,,,,,,1,2,,
6240,KOI-1257 b,,7.62,4.24,366.0,0.0,0.3529,1,2,,5321.0
6241,KOI-1257 b,,,,,,,1,2,,
6242,KOI-1257 b,,7.62,4.24,366.0,0.0,0.3529,1,2,,5321.0
6243,KOI-1257 b,460.83,10.54,,511.0,0.772,0.382,1,2,G5 V,5520.0
6244,KOI-1257 b,,7.1,,364.0,0.0,0.355,1,2,,5311.0
6245,KOI-1257 b,,9.4,7.28,419.0,0.0,0.3786,1,2,,5522.0
6246,KOI-1257 b,,7.89,,,,,1,2,,5421.0
6247,KOI-13 b,,,,,,,1,3,,7986.07
6248,KOI-13 b,,22.77,,3320.0,,0.037,1,3,,8848.0
6249,KOI-13 b,,25.8,37958.27,3560.0,0.0,0.0386,1,3,,9107.0
6250,KOI-13 b,,,,,,,1,3,,7986.07
6251,KOI-13 b,,25.8,37958.27,3560.0,0.0,0.0386,1,3,,9107.0
6252,KOI-13 b,,21.42,37958.27,3559.0,0.0,0.0386,1,3,,9107.0
6253,KOI-13 b,,,,,0.00064,,1,3,,8848.0
6254,KOI-13 b,2637.88,20.85,,,0.05,,1,3,,
6255,KOI-13 b,,16.197,,,,,1,3,,8511.0
6256,KOI-13 b,2949.4624,16.948008,,2550.0,0.00064,0.03641,1,3,,7650.0
6257,KOI-13 b,,20.5,,3257.0,,0.035,1,3,,8848.0
6258,KOI-13 b,2923.9,,,,,,1,3,,7986.07
6259,KOI-13 b,2070.66245,15.759854,,,,,1,3,,7650.0
6260,KOI-13 b,,17.05,,,,,1,3,,8482.0
6261,KOI-13 b,,23.0,,3370.0,0.0,0.038,1,3,,9071.0
6262,KOI-13 b,,,7685.79,2608.0,,,1,3,,7986.1
6263,KOI-13 b,,17.627,25339.901,,,,1,3,,9071.0
6264,KOI-13 b,,,,,,,1,3,,7986.07
6265,KOI-13 b,,,,,0.00016,,1,3,,7986.07
6266,KOI-13 b,,25.8,37958.27,3560.0,0.0,0.0386,1,3,,9107.0
6267,KOI-142 b,,3.78,,791.0,0.0,0.098,3,1,,5621.0
6268,KOI-142 b,,3.93,78.19,758.0,0.0,0.098,3,1,,5575.0
6269,KOI-142 b,,,,,,,3,1,,5368.85
6270,KOI-142 b,9.5,3.438,,,0.05561,,3,1,,5466.0
6271,KOI-142 b,11.3568015,3.796,,,0.0,0.0958216883,3,1,,
6272,KOI-142 b,,3.93,78.19,758.0,0.0,0.098,3,1,,5575.0
6273,KOI-142 b,,3.823,68.563,,,,3,1,,5466.0
6274,KOI-142 b,8.7,3.78,,,0.05593,,3,1,,5471.0
6275,KOI-142 b,,,,,,,3,1,,5368.85
6276,KOI-142 b,,3.796,70.5,,,0.09586,3,1,,5466.0
6277,KOI-142 c,214.1,,,,0.05724,,3,1,,5466.0
6278,KOI-142 c,207.714175,,,,0.0,0.154121003,3,1,,
6279,KOI-142 c,198.8,,,,0.05628,0.15525,3,1,,5471.0
6280,KOI-1599.01,,1.76,44.8,660.0,0.0,0.1473,2,1,,5823.0
6281,KOI-1599.01,,,,,,,2,1,,5833.0
6282,KOI-1599.01,,1.9,,645.0,0.0,0.143,2,1,,5760.0
6283,KOI-1599.01,,2.9,44.8,660.0,0.0,0.1473,2,1,,5823.0
6284,KOI-1599.01,,1.76,44.8,660.0,0.0,0.1473,2,1,,5823.0
6285,KOI-1599.01,,,,,,,2,1,,5833.0
6286,KOI-1599.01,4.6,1.9,,,0.014,0.14728,2,1,,
6287,KOI-1599.01,,1.76,44.8,660.0,0.0,0.1473,2,1,,5823.0
6288,KOI-1599.02,,64.05,76.81,755.0,0.0,0.1125,2,1,,5823.0
6289,KOI-1599.02,,64.05,76.81,755.0,0.0,0.1125,2,1,,5823.0
6290,KOI-1599.02,,22.29,76.81,755.0,0.0,0.1125,2,1,,5823.0
6291,KOI-1599.02,,64.05,76.81,755.0,0.0,0.1125,2,1,,5823.0
6292,KOI-1599.02,,,,,,,2,1,,5833.0
6293,KOI-1599.02,,1.9,,739.0,0.0,0.109,2,1,,5760.0
6294,KOI-1599.02,9.0,1.9,,,0.0114,0.112293,2,1,,
6295,KOI-1783.01,,,,,,,2,1,,5995.0
6296,KOI-1783.01,71.0,8.86,5.7,,0.0,,2,1,,5922.0
6297,KOI-1783.01,,7.5,4.55,372.0,0.0,0.5187,2,1,,6215.0
6298,KOI-1783.01,,7.5,4.55,372.0,0.0,0.5187,2,1,,6215.0
6299,KOI-1783.01,,,,,,,2,1,,5995.0
6300,KOI-1783.01,,8.5,,382.0,0.0,0.533,2,1,,6235.0
6301,KOI-1783.01,,8.954,5.2,,,0.52661,2,1,,5923.0
6302,KOI-1783.01,283.0,,,,,,2,1,,
6303,KOI-1783.01,,7.5,4.55,372.0,0.0,0.5187,2,1,,6215.0
6304,KOI-1783.01,,10.52,6.81,412.0,0.0,0.5135,2,1,,5791.0
6305,KOI-1783.02,,,,,,,2,1,,5995.0
6306,KOI-1783.02,,5.253,1.9,,,0.86695,2,1,,5923.0
6307,KOI-1783.02,15.0,5.44,2.49,,0.0,,2,1,,5922.0
6308,KOI-1783.02,,4.4,1.68,290.0,0.0,0.8539,2,1,,6215.0
6309,KOI-1783.02,,6.36,2.51,321.0,0.0,0.8453,2,1,,5791.0
6310,KOI-1783.02,,4.4,1.68,290.0,0.0,0.8539,2,1,,6215.0
6311,KOI-1783.02,,4.4,1.68,290.0,0.0,0.8539,2,1,,6215.0
6312,KOI-1783.02,,,,,,,2,1,,5995.0
6313,KOI-1783.02,2.23203,,,,,,2,1,,
6314,KOI-1783.02,,5.2,,298.0,0.0,0.877,2,1,,6235.0
6315,KOI-1831 d,1.26,,,,,,4,1,,
6316,KOI-1831 d,,1.1,11.67,471.0,0.0,0.1949,4,1,,5191.0
6317,KOI-1831 d,,1.13,11.98,474.0,0.0,0.199,4,1,,5355.0
6318,KOI-1831 d,,1.175,11.8,,,0.19924,4,1,,5233.0
6319,KOI-1831 d,,1.13,11.98,474.0,0.0,0.199,4,1,,5355.0
6320,KOI-1831 d,,1.13,11.98,474.0,0.0,0.199,4,1,,5355.0
6321,KOI-1831 d,,1.3,,459.0,0.0,0.196,4,1,,5319.0
6322,KOI-1831 d,2.23,1.13,,475.0,,,4,1,,5233.0
6323,KOI-1831 d,,,,,,,4,1,,5214.0
6324,KOI-1831 d,,,,,,,4,1,,5214.0
6325,KOI-1833 d,,,,,,,3,1,,4442.0
6326,KOI-1833 d,11.02,2.58,,613.0,,,3,1,,4413.0
6327,KOI-1833 d,,1.95,27.88,586.0,0.0,0.0632,3,1,,4397.0
6328,KOI-1833 d,,1.95,27.88,586.0,0.0,0.0632,3,1,,4397.0
6329,KOI-1833 d,,1.95,27.88,586.0,0.0,0.0632,3,1,,4397.0
6330,KOI-1833 d,,2.58,27.35,583.0,0.0,0.0634,3,1,,4402.0
6331,KOI-1833 d,,,,,,,3,1,,4442.0
6332,KOI-1843.03,,0.63,,1654.0,,0.005,2,1,,3673.0
6333,KOI-1843.03,8.0,0.61,,,,,2,1,,3584.0
6334,KOI-217 b,,14.54994306,300.157,1061.59,,,1,1,,5381.0
6335,KOI-217 b,,13.14,282.59,1046.0,0.0,0.0485,1,1,,5543.0
6336,KOI-217 b,,11.7,,1028.0,0.0,0.047,1,1,,5595.0
6337,KOI-217 b,,,,,,,1,1,,5381.0
6338,KOI-217 b,,13.14,282.59,1046.0,0.0,0.0485,1,1,,5543.0
6339,KOI-217 b,,12.442,,,0.0,0.0477,1,1,,5545.0
6340,KOI-217 b,,13.08,,,,,1,1,,5525.0
6341,KOI-217 b,,12.78,282.59,1046.0,0.0,0.0485,1,1,,5543.0
6342,KOI-217 b,,,,,,,1,1,,5381.0
6343,KOI-217 b,,13.14,282.59,1046.0,0.0,0.0485,1,1,,5543.0
6344,KOI-217 b,,12.505,272.033,,,,1,1,,5545.0
6345,KOI-217 b,,,,,,,1,1,,5381.0
6346,KOI-2513.01,,103.23,78.19,758.0,0.0,0.1412,1,1,,6347.0
6347,KOI-2513.01,,,,,,,1,1,,5799.62
6348,KOI-2513.01,,28.47,78.19,758.0,0.0,0.1412,1,1,,6347.0
6349,KOI-2513.01,,,,,,,1,1,,5799.62
6350,KOI-2513.01,,103.23,78.19,758.0,0.0,0.1412,1,1,,6347.0
6351,KOI-2513.01,,103.23,78.19,758.0,0.0,0.1412,1,1,,6347.0
6352,KOI-2513.01,7310.053361,2.80224517,,,0.36,0.5,1,1,,5900.0
6353,KOI-2513.01,,12.6,,771.0,0.0,0.146,1,1,,6362.0
6354,KOI-3503 b,,0.79,49.23,676.0,0.0,0.1462,2,1,,6355.0
6355,KOI-3503 b,,1.142,90.2,,,0.14247,2,1,,6001.0
6356,KOI-3503 b,,0.77,48.81,674.0,0.0,0.1457,2,1,,6338.0
6357,KOI-3503 b,9.2,1.19,,785.0,,,2,1,,6001.0
6358,KOI-3503 b,,,,,,,2,1,,5997.65
6359,KOI-3503 b,,0.77,48.81,674.0,0.0,0.1457,2,1,,6338.0
6360,KOI-3503 b,,0.77,48.81,674.0,0.0,0.1457,2,1,,6338.0
6361,KOI-3503 c,,0.8,28.37,589.0,0.0,0.1911,2,1,,6338.0
6362,KOI-3503 c,,1.185,52.5,,,0.18688,2,1,,6001.0
6363,KOI-3503 c,,0.8,28.37,589.0,0.0,0.1911,2,1,,6338.0
6364,KOI-3503 c,,,,,,,2,1,,5997.65
6365,KOI-3503 c,10.36,1.21,,686.0,,,2,1,,6001.0
6366,KOI-351 b,,1.31,,,,0.074,8,1,,6080.0
6367,KOI-351 b,,,,,,,8,1,,6031.13
6368,KOI-351 b,,1.15,299.49,1061.0,0.0,0.0709,8,1,,6238.0
6369,KOI-351 b,,1.3,300.1,,,0.0742,8,1,,6015.0
6370,KOI-351 b,,,,,,,8,1,,6031.13
6371,KOI-351 b,,1.3,,,0.0,0.0741641627,8,1,,
6372,KOI-351 b,,1.15,299.49,1061.0,0.0,0.0709,8,1,,6238.0
6373,KOI-351 b,,1.302,316.442,,,,8,1,,6015.0
6374,KOI-351 b,,1.16,,1056.0,0.0,0.075,8,1,,6330.0
6375,KOI-351 b,,1.29,300.58,1062.0,0.0,0.0738,8,1,,5970.0
6376,KOI-351 c,,,,,,,8,1,,6031.13
6377,KOI-351 c,,1.445,224.4,,,0.08582,8,1,,6015.0
6378,KOI-351 c,,1.36,,981.0,0.0,0.087,8,1,,6330.0
6379,KOI-351 c,,1.53,224.47,987.0,0.0,0.0854,8,1,,5970.0
6380,KOI-351 c,,1.445,,,0.0,0.0857942931,8,1,,
6381,KOI-351 c,,1.544,236.315,,,,8,1,,6015.0
6382,KOI-351 c,,1.29,223.35,986.0,0.0,0.0821,8,1,,6238.0
6383,KOI-351 c,,1.29,223.35,986.0,0.0,0.0821,8,1,,6238.0
6384,KOI-351 c,,,,,,,8,1,,6031.13
6385,KOI-351 c,,1.19,,,,0.089,8,1,,6080.0
6386,KOI-351 d,,2.866,,,0.0,0.309467855,8,1,,
6387,KOI-351 d,,2.55,17.18,519.0,0.0,0.296,8,1,,6238.0
6388,KOI-351 d,,2.87,,,,0.32,8,1,,6080.0
6389,KOI-351 d,,,,,,,8,1,,6031.13
6390,KOI-351 d,,2.866,17.2,,,0.3096,8,1,,6015.0
6391,KOI-351 d,,,,,,,8,1,,6031.13
6392,KOI-351 d,,2.55,17.18,519.0,0.0,0.296,8,1,,6238.0
6393,KOI-351 d,,,,,,,8,1,,6031.13
6394,KOI-351 d,,2.5,,518.0,0.0,0.312,8,1,,6330.0
6395,KOI-351 d,,2.84,17.26,520.0,0.0,0.308,8,1,,5970.0
6396,KOI-351 d,,2.866,18.168,,,,8,1,,6015.0
6397,KOI-351 e,,2.646,10.228,,,,8,1,,6015.0
6398,KOI-351 e,,2.25,,448.0,0.0,0.416,8,1,,6330.0
6399,KOI-351 e,,2.32,9.67,450.0,0.0,0.3945,8,1,,6238.0
6400,KOI-351 e,,2.32,9.67,450.0,0.0,0.3945,8,1,,6238.0
6401,KOI-351 e,,,,,,,8,1,,6031.13
6402,KOI-351 e,,,,,,,8,1,,6031.13
6403,KOI-351 e,,,,,,,8,1,,6031.13
6404,KOI-351 e,,2.612,,,0.0,0.412531915,8,1,,
6405,KOI-351 e,,2.66,,,,0.42,8,1,,6080.0
6406,KOI-351 e,,2.62,9.71,450.0,0.0,0.4105,8,1,,5970.0
6407,KOI-351 e,,2.612,9.7,,,0.41275,8,1,,6015.0
6408,KOI-351 f,,,,,,,8,1,,6031.13
6409,KOI-351 f,,2.88,,,,0.48,8,1,,6080.0
6410,KOI-351 f,,,,,,,8,1,,6031.13
6411,KOI-351 f,,2.46,6.43,406.0,0.0,0.484,8,1,,6238.0
6412,KOI-351 f,,2.46,6.43,406.0,0.0,0.484,8,1,,6238.0
6413,KOI-351 f,,3.37,6.45,407.0,0.0,0.5036,8,1,,5970.0
6414,KOI-351 f,,3.402,6.796,,,,8,1,,6015.0
6415,KOI-351 f,,2.77,6.4,,,0.5062,8,1,,6015.0
6416,KOI-351 f,,2.77,,,0.0,0.5060567991,8,1,,
6417,KOI-351 g,,6.8,,340.0,0.0,0.724,8,1,,6330.0
6418,KOI-351 g,22.70577859,7.718,,,0.0,0.7168522035,8,1,,
6419,KOI-351 g,,,,,,,8,1,,6031.13
6420,KOI-351 g,,,,,,,8,1,,6031.13
6421,KOI-351 g,,,,,,,8,1,,6031.13
6422,KOI-351 g,,7.718,3.2,,,0.71704,8,1,,6015.0
6423,KOI-351 g,,8.1,,,,0.71,8,1,,6080.0
6424,KOI-351 g,,7.766,3.387,,,,8,1,,6015.0
6425,KOI-351 g,,6.86,3.2,341.0,0.0,0.6856,8,1,,6238.0
6426,KOI-351 g,,6.86,3.2,341.0,0.0,0.6856,8,1,,6238.0
6427,KOI-351 g,,7.7,3.22,342.0,0.0,0.7133,8,1,,5970.0
6428,KOI-351 g,254.264,8.07048,,,,,8,1,,6080.0
6429,KOI-351 h,,10.89,1.76,294.0,0.0,0.9654,8,1,,5970.0
6430,KOI-351 h,,10.01,1.75,293.0,0.0,0.9279,8,1,,6238.0
6431,KOI-351 h,,11.44,,,,,8,1,,6031.13
6432,KOI-351 h,,10.01,1.75,293.0,0.0,0.9279,8,1,,6238.0
6433,KOI-351 h,,,,,,,8,1,,6031.13
6434,KOI-351 h,,10.987,1.849,,,,8,1,,6015.0
6435,KOI-351 h,,9.8,,292.0,0.0,0.98,8,1,,6330.0
6436,KOI-351 h,,11.3,,,,1.01,8,1,,6080.0
6437,KOI-351 h,381.396,11.32109,,,,,8,1,,6080.0
6438,KOI-351 h,,11.252,1.7,,,0.97062,8,1,,6015.0
6439,KOI-351 h,,10.01,1.75,293.0,0.0,0.9279,8,1,,6238.0
6440,KOI-351 h,235.7495194,11.252,,,0.0,0.9702055452,8,1,,
6441,KOI-3680 b,,11.559,3.3,,,0.54558,1,1,,5793.0
6442,KOI-3680 b,,10.64,3.25,342.0,0.0,0.5319,1,1,,5926.0
6443,KOI-3680 b,,10.64,3.25,342.0,0.0,0.5319,1,1,,5926.0
6444,KOI-3680 b,,,,,,,1,1,,5708.11
