,pl_name,pl_bmasse,pl_rade,pl_insol,pl_eqt,pl_orbeccen,pl_orbsmax,sy_pnum,sy_snum,st_spectype,st_teff
16860,Kepler-1780 b,,2.9,,330.0,0.0,0.433,1,1,,5517.0
16861,Kepler-1780 b,,3.21,2.74,328.0,0.0,0.423,1,1,,5508.0
16862,Kepler-1780 b,,3.21,2.74,328.0,0.0,0.423,1,1,,5508.0
16863,Kepler-1780 b,,3.60600667,,,,,1,1,,5403.0
16864,Kepler-1780 b,,,,,,,1,1,,5385.22
16865,Kepler-1781 b,,2.38091029,,,,,1,1,,5568.0
16866,Kepler-1781 b,,2.5,,897.0,0.0,0.054,1,1,,5394.0
16867,Kepler-1781 b,,,,,,,1,1,,5190.0
16868,Kepler-1781 b,,2.5,231.29,995.0,0.0,0.0572,1,1,,5553.0
16869,Kepler-1781 b,,2.45,239.11,1003.0,0.0,0.0574,1,1,,5568.0
16870,Kepler-1781 b,,,,,,,1,1,,5190.0
16871,Kepler-1781 b,,2.5,231.29,995.0,0.0,0.0572,1,1,,5553.0
16872,Kepler-1781 b,,2.5,231.29,995.0,0.0,0.0572,1,1,,5553.0
16873,Kepler-1782 b,,1.6,,772.0,0.0,0.056,1,1,,4926.0
16874,Kepler-1782 b,,2.67,114.43,834.0,0.0,0.0581,1,1,,5006.0
16875,Kepler-1782 b,,2.67,114.43,834.0,0.0,0.0581,1,1,,5006.0
16876,Kepler-1782 b,,,,,,,1,1,,4867.0
16877,Kepler-1782 b,,2.365,86.0,,,0.05825,1,1,,4950.0
16878,Kepler-1782 b,,,,,,,1,1,,4867.0
16879,Kepler-1782 b,,2.24,84.16,773.0,0.0,0.0582,1,1,,4931.0
16880,Kepler-1782 b,,2.22927435,,,,,1,1,,4931.0
16881,Kepler-1782 b,,2.67,114.43,834.0,0.0,0.0581,1,1,,5006.0
16882,Kepler-1783 b,,1.024,65.5,,,0.07595,1,1,,5170.0
16883,Kepler-1783 b,,1.31946731,,,,,1,1,,5129.0
16884,Kepler-1783 b,,2.38,331.35,1088.0,0.0,0.077,1,1,,5129.0
16885,Kepler-1783 b,,,,,,,1,1,,5111.02
16886,Kepler-1783 b,,2.46,331.35,1088.0,0.0,0.077,1,1,,5129.0
16887,Kepler-1783 b,,2.38,331.35,1088.0,0.0,0.077,1,1,,5129.0
16888,Kepler-1783 b,,2.4,,1086.0,0.0,0.078,1,1,,5119.0
16889,Kepler-1783 b,,2.38,331.35,1088.0,0.0,0.077,1,1,,5129.0
16890,Kepler-1783 b,,,,,,,1,1,,5111.02
16891,Kepler-1784 b,,3.2,64.8,724.0,0.0,0.1072,1,1,,5442.0
16892,Kepler-1784 b,,2.2,,690.0,0.0,0.104,1,1,,5368.0
16893,Kepler-1784 b,,,,,,,1,1,,5475.0
16894,Kepler-1784 b,,2.4,64.8,724.0,0.0,0.1072,1,1,,5442.0
16895,Kepler-1784 b,,2.79936489,,,,,1,1,,5442.0
16896,Kepler-1784 b,,,,,,,1,1,,5475.0
16897,Kepler-1784 b,,3.2,64.8,724.0,0.0,0.1072,1,1,,5442.0
16898,Kepler-1784 b,,3.2,64.8,724.0,0.0,0.1072,1,1,,5442.0
16899,Kepler-1785 b,,2.70422447,,,,,1,1,,5618.0
16900,Kepler-1785 b,,,,,,,1,1,,5734.0
16901,Kepler-1785 b,,4.092,47.3,,,0.13917,1,1,,5656.0
16902,Kepler-1785 b,,3.09,46.51,666.0,0.0,0.1379,1,1,,5618.0
16903,Kepler-1785 b,,2.2,,675.0,0.0,0.144,1,1,,6006.0
16904,Kepler-1785 b,,,,,,,1,1,,5734.0
16905,Kepler-1785 b,,3.72,47.07,668.0,0.0,0.1382,1,1,,5971.0
16906,Kepler-1785 b,,3.72,47.07,668.0,0.0,0.1382,1,1,,5971.0
16907,Kepler-1785 b,,3.72,47.07,668.0,0.0,0.1382,1,1,,5971.0
16908,Kepler-1786 b,,,,,,,1,1,,5718.47
16909,Kepler-1786 b,,3.16305828,,,,,1,1,,5808.0
16910,Kepler-1786 b,,2.6,,426.0,0.0,0.363,1,1,,6005.0
16911,Kepler-1786 b,,3.108,10.7,,,0.35722,1,1,,5816.0
16912,Kepler-1786 b,,,,,,,1,1,,5718.47
16913,Kepler-1786 b,,2.63,8.39,434.0,0.0,0.3656,1,1,,6032.0
16914,Kepler-1786 b,,2.63,8.39,434.0,0.0,0.3656,1,1,,6032.0
16915,Kepler-1786 b,,2.63,8.39,434.0,0.0,0.3656,1,1,,6032.0
16916,Kepler-1786 b,,3.55,14.85,501.0,0.0,0.3659,1,1,,5808.0
16917,Kepler-1787 b,,2.31898181,,,,,1,1,,6060.0
16918,Kepler-1787 b,,2.56,,545.0,0.0,0.231,1,1,,6069.0
16919,Kepler-1787 b,,,,,,,1,1,,5808.0
16920,Kepler-1787 b,,2.14,20.04,540.0,0.0,0.227,1,1,,6060.0
16921,Kepler-1787 b,,2.07,20.04,540.0,0.0,0.227,1,1,,6060.0
16922,Kepler-1787 b,,2.14,20.04,540.0,0.0,0.227,1,1,,6060.0
16923,Kepler-1787 b,,2.14,20.04,540.0,0.0,0.227,1,1,,6060.0
16924,Kepler-1787 b,,,,,,,1,1,,5808.0
16925,Kepler-1788 b,,1.97,197.81,956.0,0.0,0.0343,1,1,,4786.0
16926,Kepler-1788 b,,1.97,197.81,956.0,0.0,0.0343,1,1,,4786.0
16927,Kepler-1788 b,,,,,,,1,1,,4670.0
16928,Kepler-1788 b,,1.97,197.81,956.0,0.0,0.0343,1,1,,4786.0
16929,Kepler-1788 b,,2.13,197.81,956.0,0.0,0.0343,1,1,,4786.0
16930,Kepler-1788 b,,1.99,,933.0,0.0,0.034,1,1,,4781.0
16931,Kepler-1788 b,,2.37850461,,,,,1,1,,4786.0
16932,Kepler-1788 b,,,,,,,1,1,,4670.0
16933,Kepler-1789 b,,,,,,,1,1,,5495.0
16934,Kepler-1789 b,,3.44,5.87,397.0,0.0,0.3564,1,1,,5685.0
16935,Kepler-1789 b,,3.44,5.87,397.0,0.0,0.3564,1,1,,5685.0
16936,Kepler-1789 b,,3.6,,393.0,0.0,0.353,1,1,,5656.0
16937,Kepler-1789 b,,,,,,,1,1,,5495.0
16938,Kepler-1789 b,,3.24,4.91,380.0,0.0,0.3543,1,1,,5436.0
16939,Kepler-1789 b,,3.44,5.87,397.0,0.0,0.3564,1,1,,5685.0
16940,Kepler-1789 b,,2.83137505,,,,,1,1,,5436.0
16941,Kepler-179 b,,1.708,338.9,,,0.03688,2,1,,5257.0
16942,Kepler-179 b,,1.56,315.95,1075.0,0.0,0.0362,2,1,,5299.0
16943,Kepler-179 b,,1.58,312.39,1072.0,0.0,0.0361,2,1,,5294.0
16944,Kepler-179 b,,1.694,360.262,,,,2,1,,5257.0
16945,Kepler-179 b,,1.7,,1056.0,0.0,0.036,2,1,,5289.0
16946,Kepler-179 b,,,,,,,2,1,,5218.43
16947,Kepler-179 b,,1.8,,,,,2,1,,5475.0
16948,Kepler-179 b,,1.58,312.39,1072.0,0.0,0.0361,2,1,,5294.0
16949,Kepler-179 b,,1.58,312.39,1072.0,0.0,0.0361,2,1,,5294.0
16950,Kepler-179 b,,,,,,,2,1,,5218.43
16951,Kepler-179 b,,,,,,,2,1,,5218.43
16952,Kepler-179 b,,1.64,,,,0.036,2,1,,5302.0
16953,Kepler-179 c,,2.26,100.33,807.0,0.0,0.0637,2,1,,5294.0
16954,Kepler-179 c,,,,,,,2,1,,5218.43
16955,Kepler-179 c,,,,,,,2,1,,5218.43
16956,Kepler-179 c,,2.48,,792.0,0.0,0.064,2,1,,5289.0
16957,Kepler-179 c,,2.731,115.983,,,,2,1,,5257.0
16958,Kepler-179 c,,2.0,,,,0.064,2,1,,5302.0
16959,Kepler-179 c,,2.57,,,,,2,1,,5475.0
16960,Kepler-179 c,,2.438,109.3,,,0.065,2,1,,5257.0
16961,Kepler-179 c,,,,,,,2,1,,5218.43
16962,Kepler-179 c,,2.52,101.72,810.0,0.0,0.0638,2,1,,5299.0
16963,Kepler-179 c,,2.26,100.33,807.0,0.0,0.0637,2,1,,5294.0
16964,Kepler-179 c,,2.26,100.33,807.0,0.0,0.0637,2,1,,5294.0
16965,Kepler-1790 b,,2.676,49.2,,,0.20989,1,1,,6005.0
16966,Kepler-1790 b,,2.02,31.79,606.0,0.0,0.2039,1,1,,6108.0
16967,Kepler-1790 b,,3.1446145,,,,,1,1,,5866.0
16968,Kepler-1790 b,,2.02,31.79,606.0,0.0,0.2039,1,1,,6108.0
16969,Kepler-1790 b,,1.97,,588.0,0.0,0.199,1,1,,6066.0
16970,Kepler-1790 b,,,,,,,1,1,,6108.0
16971,Kepler-1790 b,,2.02,31.79,606.0,0.0,0.2039,1,1,,6108.0
16972,Kepler-1790 b,,,,,,,1,1,,6108.0
16973,Kepler-1790 b,,2.59,51.02,682.0,0.0,0.197,1,1,,5866.0
16974,Kepler-1791 b,,2.2,,1097.0,0.0,0.079,1,1,,6238.0
16975,Kepler-1791 b,,,,,,,1,1,,6122.0
16976,Kepler-1791 b,,,,,,,1,1,,6122.0
16977,Kepler-1791 b,,2.53,257.14,1021.0,0.0,0.0761,1,1,,5887.0
16978,Kepler-1791 b,,3.12103321,,,,,1,1,,5887.0
16979,Kepler-1791 b,,1.96,317.66,1077.0,0.0,0.0758,1,1,,6218.0
16980,Kepler-1791 b,,1.96,317.66,1077.0,0.0,0.0758,1,1,,6218.0
16981,Kepler-1791 b,,1.96,317.66,1077.0,0.0,0.0758,1,1,,6218.0
16982,Kepler-1792 b,,3.03,283.78,1047.0,0.0,0.0488,1,1,,5229.0
16983,Kepler-1792 b,,3.5,,1039.0,0.0,0.051,1,1,,5029.0
16984,Kepler-1792 b,,,,,,,1,1,,4985.0
16985,Kepler-1792 b,,3.03,283.78,1047.0,0.0,0.0488,1,1,,5229.0
16986,Kepler-1792 b,,3.03,283.78,1047.0,0.0,0.0488,1,1,,5229.0
16987,Kepler-1792 b,,3.02,283.78,1047.0,0.0,0.0488,1,1,,5229.0
16988,Kepler-1792 b,,2.51990972,,,,,1,1,,5229.0
16989,Kepler-1792 b,,,,,,,1,1,,4985.0
16990,Kepler-1793 b,,,,,,,1,1,,5300.76
16991,Kepler-1793 b,,2.55,,698.0,0.0,0.077,1,1,,5159.0
16992,Kepler-1793 b,,2.91,61.46,714.0,0.0,0.0786,1,1,,5189.0
16993,Kepler-1793 b,,2.91,61.46,714.0,0.0,0.0786,1,1,,5189.0
16994,Kepler-1793 b,,,,,,,1,1,,5300.76
16995,Kepler-1793 b,,3.79037518,,,,,1,1,,5191.0
16996,Kepler-1793 b,,2.12,61.24,713.0,0.0,0.0787,1,1,,5191.0
16997,Kepler-1793 b,,2.91,61.46,714.0,0.0,0.0786,1,1,,5189.0
16998,Kepler-1794 b,,1.94,57.59,703.0,0.0,0.0821,1,1,,5052.0
16999,Kepler-1794 b,,,,,,,1,1,,4940.0
17000,Kepler-1794 b,,1.96,57.59,703.0,0.0,0.0821,1,1,,5052.0
17001,Kepler-1794 b,,1.96,57.59,703.0,0.0,0.0821,1,1,,5052.0
17002,Kepler-1794 b,,1.79426276,,,,,1,1,,5052.0
17003,Kepler-1794 b,,1.96,57.59,703.0,0.0,0.0821,1,1,,5052.0
17004,Kepler-1794 b,,,,,,,1,1,,4940.0
17005,Kepler-1794 b,,1.7,,661.0,0.0,0.081,1,1,,4999.0
17006,Kepler-1795 b,,1.91,18.0,525.0,0.0,0.1004,1,1,,4491.0
17007,Kepler-1795 b,,1.77,,481.0,0.0,0.094,1,1,,4421.0
17008,Kepler-1795 b,,1.91,18.0,525.0,0.0,0.1004,1,1,,4491.0
17009,Kepler-1795 b,,1.91,18.0,525.0,0.0,0.1004,1,1,,4491.0
17010,Kepler-1795 b,,,,,,,1,1,,
17011,Kepler-1795 b,,,,,,,1,1,,
17012,Kepler-1795 b,,1.84,17.3,520.0,0.0,0.1002,1,1,,4500.0
17013,Kepler-1795 b,,1.66301611,,,,,1,1,,4500.0
17014,Kepler-1796 b,,2.3,,596.0,0.0,0.189,1,1,,6034.0
17015,Kepler-1796 b,,,,,,,1,1,,6103.0
17016,Kepler-1796 b,,,,,,,1,1,,6103.0
17017,Kepler-1796 b,,2.19,30.3,598.0,0.0,0.1879,1,1,,6036.0
17018,Kepler-1796 b,,2.21,30.3,598.0,0.0,0.1879,1,1,,6036.0
17019,Kepler-1796 b,,2.75047868,,,,,1,1,,6036.0
17020,Kepler-1796 b,,2.21,30.3,598.0,0.0,0.1879,1,1,,6036.0
17021,Kepler-1796 b,,2.21,30.3,598.0,0.0,0.1879,1,1,,6036.0
17022,Kepler-1797 b,,,,,,,1,1,,5709.57
17023,Kepler-1797 b,,2.95,51.68,684.0,0.0,0.1637,1,1,,6244.0
17024,Kepler-1797 b,,3.05774442,,,,,1,1,,6244.0
17025,Kepler-1797 b,,,,,,,1,1,,5709.57
17026,Kepler-1797 b,,2.95,51.68,684.0,0.0,0.1637,1,1,,6244.0
17027,Kepler-1797 b,,2.98,51.68,684.0,0.0,0.1637,1,1,,6244.0
17028,Kepler-1797 b,,2.5,,690.0,0.0,0.166,1,1,,6248.0
17029,Kepler-1797 b,,2.95,51.68,684.0,0.0,0.1637,1,1,,6244.0
17030,Kepler-1798 b,,2.08,6.25,403.0,0.0,0.1067,1,1,,3972.0
17031,Kepler-1798 b,,2.08,6.25,403.0,0.0,0.1067,1,1,,3972.0
17032,Kepler-1798 b,,1.66,,411.0,0.0,0.106,1,1,,4142.0
17033,Kepler-1798 b,,2.08,6.25,403.0,0.0,0.1067,1,1,,3972.0
17034,Kepler-1798 b,,,,,,,1,1,,4155.94
17035,Kepler-1798 b,,1.7,6.52,408.0,0.0,0.1082,1,1,,3967.0
17036,Kepler-1798 b,,2.30911251,,,,,1,1,,3967.0
17037,Kepler-1798 b,,,,,,,1,1,,4155.94
17038,Kepler-1799 b,,,,,,,1,1,,5540.0
17039,Kepler-1799 b,,2.67,83.04,770.0,0.0,0.1028,1,1,,5831.0
17040,Kepler-1799 b,,2.67,83.04,770.0,0.0,0.1028,1,1,,5831.0
17041,Kepler-1799 b,,2.43,83.04,770.0,0.0,0.1028,1,1,,5831.0
17042,Kepler-1799 b,,2.67,83.04,770.0,0.0,0.1028,1,1,,5831.0
17043,Kepler-1799 b,,,,,,,1,1,,5540.0
17044,Kepler-1799 b,,2.6,,751.0,0.0,0.101,1,1,,5796.0
17045,Kepler-1799 b,,4.12801189,,,,,1,1,,5831.0
17046,Kepler-18 b,,,,,,,3,1,,5359.0
17047,Kepler-18 b,,1.809,319.1,,,0.04492,3,1,,5441.0
17048,Kepler-18 b,,2.03,435.21,1165.0,0.0,0.0434,3,1,,5356.0
17049,Kepler-18 b,12.75110304,1.809,,,0.0,0.0448976793,3,1,,
17050,Kepler-18 b,6.9,2.0,,,0.0,0.0447,3,1,,5345.0
17051,Kepler-18 b,140.397,,,,,,3,1,,
17052,Kepler-18 b,,,,,,,3,1,,5359.0
17053,Kepler-18 b,,2.11,435.21,1165.0,0.0,0.0434,3,1,,5356.0
17054,Kepler-18 b,,2.11,435.21,1165.0,0.0,0.0434,3,1,,5356.0
17055,Kepler-18 b,,2.11,435.21,1165.0,0.0,0.0434,3,1,,5356.0
17056,Kepler-18 b,,1.82,,1120.0,0.0,0.044,3,1,,5385.0
17057,Kepler-18 b,,1.778,355.735,,,,3,1,,5441.0
17058,Kepler-18 b,,2.09,,,,,3,1,,5487.0
17059,Kepler-18 b,30.4165,,,,,,3,1,,
17060,Kepler-18 b,,,,,,,3,1,,5359.0
17061,Kepler-18 c,,4.295,126.081,,,,3,1,,5441.0
17062,Kepler-18 c,18.4,5.22,,,,,3,1,,
17063,Kepler-18 c,,4.98,154.25,899.0,0.0,0.0729,3,1,,5356.0
17064,Kepler-18 c,17.3,5.49,,,0.0,0.0752,3,1,,5345.0
17065,Kepler-18 c,,4.75,,858.0,0.0,0.075,3,1,,5385.0
17066,Kepler-18 c,,4.267,112.6,,,0.07553,3,1,,5441.0
17067,Kepler-18 c,,4.99,,,,,3,1,,5487.0
17068,Kepler-18 c,6.3,,,,,,3,1,,
17069,Kepler-18 c,,4.91,154.25,899.0,0.0,0.0729,3,1,,5356.0
17070,Kepler-18 c,,4.98,154.25,899.0,0.0,0.0729,3,1,,5356.0
17071,Kepler-18 c,,,,,,,3,1,,5359.0
17072,Kepler-18 c,2.76,,,,,,3,1,,
17073,Kepler-18 c,,4.98,154.25,899.0,0.0,0.0729,3,1,,5356.0
17074,Kepler-18 c,,,,,,,3,1,,5359.0
17075,Kepler-18 c,19.74151127,4.267,,,0.0,0.0754940651,3,1,,
17076,Kepler-18 d,14.9,6.0,,,,,3,1,,
17077,Kepler-18 d,,5.94,63.52,720.0,0.0,0.1136,3,1,,5356.0
17078,Kepler-18 d,15.7,6.63,,,,,3,1,,
17079,Kepler-18 d,,6.01,,690.0,0.0,0.116,3,1,,5385.0
17080,Kepler-18 d,24.07517665,5.112,,,0.0,0.1176112981,3,1,,
17081,Kepler-18 d,,5.96,63.52,720.0,0.0,0.1136,3,1,,5356.0
17082,Kepler-18 d,,,,,,,3,1,,5359.0
17083,Kepler-18 d,4.7,,,,,,3,1,,
17084,Kepler-18 d,,5.198,51.922,,,,3,1,,5441.0
17085,Kepler-18 d,,5.96,63.52,720.0,0.0,0.1136,3,1,,5356.0
17086,Kepler-18 d,,,,,,,3,1,,5345.0
17087,Kepler-18 d,,,,,,,3,1,,5359.0
17088,Kepler-18 d,,5.112,46.5,,,0.11767,3,1,,5441.0
17089,Kepler-18 d,,6.39617029,50.2731,679.13,,,3,1,,5359.0
17090,Kepler-18 d,,5.96,63.52,720.0,0.0,0.1136,3,1,,5356.0
17091,Kepler-18 d,16.4,6.98,,,0.0,0.1172,3,1,,5345.0
17092,Kepler-18 d,8.7,,,,,,3,1,,
17093,Kepler-18 d,,6.04,,,,,3,1,,5487.0
17094,Kepler-180 b,,,,,,,2,1,,5437.0
17095,Kepler-180 b,,1.51,88.04,781.0,0.0,0.1078,2,1,,5735.0
17096,Kepler-180 b,,1.5,,,,0.109,2,1,,5731.0
17097,Kepler-180 b,,1.32,,,,,2,1,,5610.0
17098,Kepler-180 b,,,,,,,2,1,,5437.0
17099,Kepler-180 b,,1.51,88.04,781.0,0.0,0.1078,2,1,,5735.0
17100,Kepler-180 b,,1.52,,779.0,0.0,0.109,2,1,,5730.0
17101,Kepler-180 b,,1.846,72.119,,,,2,1,,5731.0
17102,Kepler-180 b,,2.04,88.04,781.0,0.0,0.1078,2,1,,5735.0
17103,Kepler-180 b,,1.51,88.04,781.0,0.0,0.1078,2,1,,5735.0
17104,Kepler-180 c,,2.43,,,,,2,1,,5610.0
17105,Kepler-180 c,,,,,,,2,1,,5437.0
17106,Kepler-180 c,,2.69,20.05,540.0,0.0,0.2259,2,1,,5735.0
17107,Kepler-180 c,,2.963,16.423,,,,2,1,,5731.0
17108,Kepler-180 c,,,,,,,2,1,,5437.0
17109,Kepler-180 c,,2.6,,538.0,0.0,0.229,2,1,,5730.0
17110,Kepler-180 c,,,,,,,2,1,,5437.0
17111,Kepler-180 c,,3.01,,,,0.229,2,1,,5731.0
17112,Kepler-180 c,,2.69,20.05,540.0,0.0,0.2259,2,1,,5735.0
17113,Kepler-180 c,,2.69,20.05,540.0,0.0,0.2259,2,1,,5735.0
17114,Kepler-180 c,,3.28,20.05,540.0,0.0,0.2259,2,1,,5735.0
17115,Kepler-1800 b,,0.852,242.0,,,0.05098,1,1,,5330.0
17116,Kepler-1800 b,,1.33,622.54,1274.0,0.0,0.0519,1,1,,5445.0
17117,Kepler-1800 b,,2.82,1306.97,1533.0,0.0,0.0592,1,1,,5343.0
17118,Kepler-1800 b,,1.33,622.54,1274.0,0.0,0.0519,1,1,,5445.0
17119,Kepler-1800 b,,1.33,622.54,1274.0,0.0,0.0519,1,1,,5445.0
17120,Kepler-1800 b,,1.59,,1301.0,0.0,0.052,1,1,,5404.0
17121,Kepler-1800 b,,0.99679734,,,,,1,1,,5343.0
17122,Kepler-1800 b,,,,,,,1,1,,5211.68
17123,Kepler-1801 b,,,,,,,2,1,,5455.0
17124,Kepler-1801 b,,3.14,111.52,829.0,0.0,0.0915,2,1,,5738.0
17125,Kepler-1801 b,,2.70926154,,,,,2,1,,5738.0
17126,Kepler-1801 b,,3.14,111.52,829.0,0.0,0.0915,2,1,,5738.0
17127,Kepler-1801 b,,3.41,111.52,829.0,0.0,0.0915,2,1,,5738.0
17128,Kepler-1801 b,,3.14,111.52,829.0,0.0,0.0915,2,1,,5738.0
17129,Kepler-1801 b,,,,,,,2,1,,5455.0
17130,Kepler-1801 b,,2.5,,818.0,0.0,0.091,2,1,,5705.0
17131,Kepler-1801 c,,3.43,4.47,371.0,0.0,0.4572,2,1,,5738.0
17132,Kepler-1801 c,,2.91,4.47,371.0,0.0,0.4572,2,1,,5738.0
17133,Kepler-1801 c,,3.43,4.47,371.0,0.0,0.4572,2,1,,5738.0
17134,Kepler-1801 c,,3.43,4.47,371.0,0.0,0.4572,2,1,,5738.0
17135,Kepler-1801 c,,4.05900001,,,,,2,1,,5738.0
17136,Kepler-1801 c,,,,,,,2,1,,5455.0
17137,Kepler-1801 c,,,,,,,2,1,,5455.0
17138,Kepler-1802 b,,1.24,22.81,557.0,0.0,0.0653,2,1,,4141.0
17139,Kepler-1802 b,,,,,,,2,1,,
17140,Kepler-1802 b,,1.24,22.81,557.0,0.0,0.0653,2,1,,4141.0
17141,Kepler-1802 b,,1.71,26.91,581.0,0.0,0.0662,2,1,,4245.0
17142,Kepler-1802 b,,1.24,22.81,557.0,0.0,0.0653,2,1,,4141.0
17143,Kepler-1802 b,,1.671,,,,,2,1,,4245.0
17144,Kepler-1802 b,,0.95,,570.0,0.0,0.065,2,1,,4356.0
17145,Kepler-1802 c,,1.88,3.28,343.0,0.0,0.1723,2,1,,4141.0
17146,Kepler-1802 c,,2.05,3.86,357.0,0.0,0.1748,2,1,,4245.0
17147,Kepler-1802 c,,,,,,,2,1,,
17148,Kepler-1802 c,,1.88,3.28,343.0,0.0,0.1723,2,1,,4141.0
17149,Kepler-1802 c,,1.48,,351.0,0.0,0.171,2,1,,4356.0
17150,Kepler-1802 c,,,,,,,2,1,,
17151,Kepler-1802 c,,1.88,3.28,343.0,0.0,0.1723,2,1,,4141.0
17152,Kepler-1802 c,,2.322,,,,,2,1,,4245.0
17153,Kepler-1804 b,,3.22,164.61,913.0,0.0,0.1017,1,1,,5109.0
17154,Kepler-1804 b,,3.14,164.61,913.0,0.0,0.1017,1,1,,5109.0
17155,Kepler-1804 b,,3.14,164.61,913.0,0.0,0.1017,1,1,,5109.0
17156,Kepler-1804 b,,,,,,,1,1,,4869.0
17157,Kepler-1804 b,,3.14,164.61,913.0,0.0,0.1017,1,1,,5109.0
17158,Kepler-1804 b,,1.59615726,,,,,1,1,,5109.0
17159,Kepler-1804 b,,,,,,,1,1,,4869.0
17160,Kepler-1804 b,,3.77,,960.0,0.0,0.101,1,1,,5036.0
17161,Kepler-1805 b,,1.01,8.57,436.0,0.0,0.0652,1,1,,3724.0
17162,Kepler-1805 b,,1.54502915,,,,,1,1,,3867.0
17163,Kepler-1805 b,,1.01,8.57,436.0,0.0,0.0652,1,1,,3724.0
17164,Kepler-1805 b,,1.01,8.57,436.0,0.0,0.0652,1,1,,3724.0
17165,Kepler-1805 b,,,,,,,1,1,,3796.0
17166,Kepler-1805 b,,1.15,12.48,479.0,0.0,0.0699,1,1,,3867.0
17167,Kepler-1805 b,,,,,,,1,1,,3796.0
17168,Kepler-1805 b,,1.29,,485.0,0.0,0.068,1,1,,3995.0
17169,Kepler-1806 b,,2.05,66.89,729.0,0.0,0.0813,1,1,,5311.0
17170,Kepler-1806 b,,2.05,66.89,729.0,0.0,0.0813,1,1,,5311.0
17171,Kepler-1806 b,,2.05,66.89,729.0,0.0,0.0813,1,1,,5311.0
17172,Kepler-1806 b,,,,,,,1,1,,5078.0
17173,Kepler-1806 b,,,,,,,1,1,,5078.0
17174,Kepler-1806 b,,2.1,,705.0,0.0,0.08,1,1,,5272.0
17175,Kepler-1806 b,,1.96,66.89,729.0,0.0,0.0813,1,1,,5311.0
17176,Kepler-1806 b,,2.35560189,,,,,1,1,,5311.0
17177,Kepler-1807 b,,2.14,356.24,1108.0,0.0,0.0988,1,1,,6455.0
17178,Kepler-1807 b,,,,,,,1,1,,6363.16
17179,Kepler-1807 b,,2.14,356.24,1108.0,0.0,0.0988,1,1,,6455.0
17180,Kepler-1807 b,,2.70393215,,,,,1,1,,6455.0
17181,Kepler-1807 b,,2.14,356.24,1108.0,0.0,0.0988,1,1,,6455.0
17182,Kepler-1807 b,,2.09,356.24,1108.0,0.0,0.0988,1,1,,6455.0
17183,Kepler-1807 b,,3.08,,1127.0,0.0,0.104,1,1,,6474.0
17184,Kepler-1807 b,,,,,,,1,1,,6363.16
17185,Kepler-1808 b,,,,,,,1,1,,5491.0
17186,Kepler-1808 b,,,,,,,1,1,,5491.0
17187,Kepler-1808 b,,2.36,30.94,602.0,0.0,0.1467,1,1,,5530.0
17188,Kepler-1808 b,,2.36,30.94,602.0,0.0,0.1467,1,1,,5530.0
17189,Kepler-1808 b,,2.21,30.94,601.0,0.0,0.1467,1,1,,5530.0
17190,Kepler-1808 b,,3.02511302,,,,,1,1,,5530.0
17191,Kepler-1808 b,,2.36,30.94,602.0,0.0,0.1467,1,1,,5530.0
17192,Kepler-1808 b,,2.4,,618.0,0.0,0.152,1,1,,5555.0
17193,Kepler-1809 b,,1.23,139.89,877.0,0.0,0.0435,1,1,,4901.0
17194,Kepler-1809 b,,1.182,158.2,,,0.04444,1,1,,4996.0
17195,Kepler-1809 b,,1.513,,,,,1,1,,4901.0
17196,Kepler-1809 b,,1.08,,879.0,0.0,0.043,1,1,,4969.0
17197,Kepler-1809 b,,1.17,159.91,907.0,0.0,0.0437,1,1,,5003.0
17198,Kepler-1809 b,,1.17,159.91,907.0,0.0,0.0437,1,1,,5003.0
17199,Kepler-1809 b,,1.17,159.91,907.0,0.0,0.0437,1,1,,5003.0
17200,Kepler-1809 b,,,,,,,1,1,,4922.21
17201,Kepler-181 b,,1.42,,1016.0,0.0,0.04,2,1,,5325.0
17202,Kepler-181 b,,1.48,,,,,2,1,,5378.0
17203,Kepler-181 b,,1.5,277.64,1041.0,0.0,0.0391,2,1,,5041.0
17204,Kepler-181 b,,1.395,255.584,,,,2,1,,5120.0
17205,Kepler-181 b,,1.27,,,,0.04,2,1,,5333.0
17206,Kepler-181 b,,1.33,266.89,1031.0,0.0,0.0395,2,1,,5324.0
17207,Kepler-181 b,,,,,,,2,1,,5153.84
17208,Kepler-181 b,,1.371,247.5,,,0.03912,2,1,,5120.0
17209,Kepler-181 b,,1.33,266.89,1031.0,0.0,0.0395,2,1,,5324.0
17210,Kepler-181 b,,1.33,266.89,1031.0,0.0,0.0395,2,1,,5324.0
17211,Kepler-181 b,,,,,,,2,1,,5153.84
17212,Kepler-181 c,,2.46,182.7,937.0,0.0,0.0482,2,1,,5041.0
17213,Kepler-181 c,,2.29,,918.0,0.0,0.049,2,1,,5325.0
17214,Kepler-181 c,,2.31,,,,,2,1,,5378.0
17215,Kepler-181 c,,,,,,,2,1,,5153.84
17216,Kepler-181 c,,,,,,,2,1,,5153.84
17217,Kepler-181 c,,2.08,174.86,927.0,0.0,0.0488,2,1,,5324.0
17218,Kepler-181 c,,,,,,,2,1,,5153.84
17219,Kepler-181 c,,2.142,162.3,,,0.04828,2,1,,5120.0
17220,Kepler-181 c,,1.99,,,,0.049,2,1,,5333.0
17221,Kepler-181 c,,2.08,174.86,927.0,0.0,0.0488,2,1,,5324.0
17222,Kepler-181 c,,2.285,168.188,,,,2,1,,5120.0
