,pl_name,pl_bmasse,pl_rade,pl_insol,pl_eqt,pl_orbeccen,pl_orbsmax,sy_pnum,sy_snum,st_spectype,st_teff,discoverymethod
10411,Kepler-1264 b,,0.99,2609.51,1823.0,0.0,0.0174,1,1,,5854.0,Transit
10412,Kepler-1264 b,,1.25,,1895.0,0.0,0.019,1,1,,5944.0,Transit
10413,Kepler-1264 b,,1.21,1867.0,1677.0,0.0,0.0191,1,1,,5580.0,Transit
10414,Kepler-1264 b,,,,,,,1,1,,5695.0,Transit
10415,Kepler-1264 b,,1.35,2367.804,,,,1,1,,5606.0,Transit
10416,Kepler-1264 b,,0.99,2609.51,1823.0,0.0,0.0174,1,1,,5854.0,Transit
10417,Kepler-1265 b,,1.616,58.15,,,,1,1,,4770.0,Transit
10418,Kepler-1265 b,,1.47,68.05,732.0,0.0,0.0612,1,1,,4769.0,Transit
10419,Kepler-1265 b,,1.47,68.05,732.0,0.0,0.0612,1,1,,4769.0,Transit
10420,Kepler-1265 b,,,,,,,1,1,,4614.0,Transit
10421,Kepler-1265 b,,1.47,68.05,732.0,0.0,0.0612,1,1,,4769.0,Transit
10422,Kepler-1265 b,,,,,,,1,1,,4614.0,Transit
10423,Kepler-1265 b,,1.75,68.05,732.0,0.0,0.0612,1,1,,4769.0,Transit
10424,Kepler-1265 b,,1.3,,688.0,0.0,0.06,1,1,,4727.0,Transit
10425,Kepler-1265 b,,1.35,,,,,1,1,,4630.0,Transit
10426,Kepler-1266 b,,2.58,,,,,2,1,,5044.0,Transit
10427,Kepler-1266 b,,2.61,13.51,489.0,0.0,0.1725,2,1,,5274.0,Transit
10428,Kepler-1266 b,,2.1,,443.0,0.0,0.176,2,1,,5085.0,Transit
10429,Kepler-1266 b,,2.453,10.5,,,0.16431,2,1,,4976.0,Transit
10430,Kepler-1266 b,,,,,,,2,1,,5004.0,Transit
10431,Kepler-1266 b,,,,,,,2,1,,5004.0,Transit
10432,Kepler-1266 b,,2.319,10.313,,,,2,1,,4976.0,Transit
10433,Kepler-1266 b,,,,,,,2,1,,5004.0,Transit
10434,Kepler-1266 b,,2.61,13.51,489.0,0.0,0.1725,2,1,,5274.0,Transit
10435,Kepler-1266 b,,2.61,13.51,489.0,0.0,0.1725,2,1,,5274.0,Transit
10436,Kepler-1266 b,,2.64,13.5,489.0,0.0,0.1689,2,1,,4996.0,Transit
10437,Kepler-1266 c,,1.35,,799.0,0.0,0.054,2,1,,5085.0,Transit
10438,Kepler-1266 c,,1.56,142.59,881.0,0.0,0.0531,2,1,,5274.0,Transit
10439,Kepler-1266 c,,1.56,142.59,881.0,0.0,0.0531,2,1,,5274.0,Transit
10440,Kepler-1266 c,,1.94,142.39,881.0,0.0,0.052,2,1,,4996.0,Transit
10441,Kepler-1266 c,,1.56,142.59,881.0,0.0,0.0531,2,1,,5274.0,Transit
10442,Kepler-1266 c,,1.68023962,,,,,2,1,,4996.0,Transit
10443,Kepler-1266 c,,,,,,,2,1,,5004.0,Transit
10444,Kepler-1266 c,,1.466,110.4,,,0.0506,2,1,,4976.0,Transit
10445,Kepler-1267 b,,2.2,56.45,699.0,0.0,0.1074,1,1,,5565.0,Transit
10446,Kepler-1267 b,,3.01,,,,,1,1,,6096.0,Transit
10447,Kepler-1267 b,,2.2,56.45,699.0,0.0,0.1074,1,1,,5565.0,Transit
10448,Kepler-1267 b,,,,,,,1,1,,5559.0,Transit
10449,Kepler-1267 b,,1.87,,658.0,0.0,0.108,1,1,,5363.0,Transit
10450,Kepler-1267 b,,2.2,56.45,699.0,0.0,0.1074,1,1,,5565.0,Transit
10451,Kepler-1267 b,,,,,,,1,1,,5559.0,Transit
10452,Kepler-1267 b,,2.899,86.469,,,,1,1,,5512.0,Transit
10453,Kepler-1267 b,,,,,,,1,1,,5559.0,Transit
10454,Kepler-1267 b,,2.88,84.94,774.0,0.0,0.1057,1,1,,5514.0,Transit
10455,Kepler-1268 b,,2.14,32.83,610.0,0.0,0.2395,1,1,,6324.0,Transit
10456,Kepler-1268 b,,,,,,,1,1,,5882.0,Transit
10457,Kepler-1268 b,,,,,,,1,1,,5882.0,Transit
10458,Kepler-1268 b,,2.14,32.83,610.0,0.0,0.2395,1,1,,6324.0,Transit
10459,Kepler-1268 b,,,,,,,1,1,,5882.0,Transit
10460,Kepler-1268 b,,2.14,32.83,610.0,0.0,0.2395,1,1,,6324.0,Transit
10461,Kepler-1268 b,,2.534,40.652,,,,1,1,,5850.0,Transit
10462,Kepler-1268 b,,2.03,,,,,1,1,,5904.0,Transit
10463,Kepler-1268 b,,1.89,,589.0,0.0,0.244,1,1,,6337.0,Transit
10464,Kepler-1268 b,,2.41,36.5,627.0,0.0,0.2383,1,1,,5842.0,Transit
10465,Kepler-1269 b,,1.54,31.45,604.0,0.0,0.2227,1,1,,6144.0,Transit
10466,Kepler-1269 b,,,,,,,1,1,,5929.0,Transit
10467,Kepler-1269 b,,1.54,31.45,604.0,0.0,0.2227,1,1,,6144.0,Transit
10468,Kepler-1269 b,,,,,,,1,1,,5929.0,Transit
10469,Kepler-1269 b,,,,,,,1,1,,5929.0,Transit
10470,Kepler-1269 b,,2.408,59.9,,,0.23611,1,1,,5937.0,Transit
10471,Kepler-1269 b,,1.54,31.45,604.0,0.0,0.2227,1,1,,6144.0,Transit
10472,Kepler-1269 b,,2.5,44.17,657.0,0.0,0.226,1,1,,5623.0,Transit
10473,Kepler-1269 b,,2.798,69.004,,,,1,1,,5937.0,Transit
10474,Kepler-1269 b,,1.61,,599.0,0.0,0.222,1,1,,6115.0,Transit
10475,Kepler-1269 b,,1.63,,,,,1,1,,5998.0,Transit
10476,Kepler-127 b,,1.52,,,0.47,,3,1,,6066.19,Transit
10477,Kepler-127 b,,,,,,,3,1,,6066.19,Transit
10478,Kepler-127 b,,1.491,154.6,,,0.125,3,1,,6125.0,Transit
10479,Kepler-127 b,,1.46,148.23,890.0,0.0,0.1245,3,1,,6106.0,Transit
10480,Kepler-127 b,,1.46,148.23,890.0,0.0,0.1245,3,1,,6106.0,Transit
10481,Kepler-127 b,,1.5,,,,,3,1,,6225.0,Transit
10482,Kepler-127 b,,1.46,144.45,884.0,0.0,0.1242,3,1,,6075.0,Transit
10483,Kepler-127 b,,1.46,148.23,890.0,0.0,0.1245,3,1,,6106.0,Transit
10484,Kepler-127 b,,,,,,,3,1,,6066.19,Transit
10485,Kepler-127 b,,,,,,,3,1,,6066.19,Transit
10486,Kepler-127 b,,1.41,,865.0,0.0,0.126,3,1,,6169.0,Transit
10487,Kepler-127 b,,1.4,,,,0.125,3,1,,6106.0,Transit
10488,Kepler-127 b,,1.506,159.163,,,,3,1,,6125.0,Transit
10489,Kepler-127 c,,2.581,61.688,,,,3,1,,6125.0,Transit
10490,Kepler-127 c,,2.459,59.9,,,0.2008,3,1,,6125.0,Transit
10491,Kepler-127 c,,2.42,57.38,702.0,0.0,0.2001,3,1,,6106.0,Transit
10492,Kepler-127 c,,2.39,,,,,3,1,,6225.0,Transit
10493,Kepler-127 c,,2.33,,683.0,0.0,0.202,3,1,,6169.0,Transit
10494,Kepler-127 c,,2.42,57.38,702.0,0.0,0.2001,3,1,,6106.0,Transit
10495,Kepler-127 c,,,,,,,3,1,,6066.19,Transit
10496,Kepler-127 c,,2.42,57.38,702.0,0.0,0.2001,3,1,,6106.0,Transit
10497,Kepler-127 c,,2.66,,,,0.2,3,1,,6106.0,Transit
10498,Kepler-127 c,,2.5,55.98,698.0,0.0,0.1995,3,1,,6075.0,Transit
10499,Kepler-127 c,,,,,,,3,1,,6066.19,Transit
10500,Kepler-127 c,,,,,,,3,1,,6066.19,Transit
10501,Kepler-127 c,,2.389,,,0.03,,3,1,,6066.19,Transit
10502,Kepler-127 d,,2.668,,,0.03,,3,1,,6066.19,Transit
10503,Kepler-127 d,,2.591,30.6,,,0.28088,3,1,,6125.0,Transit
10504,Kepler-127 d,,2.54,,,,,3,1,,6225.0,Transit
10505,Kepler-127 d,,,,,,,3,1,,6066.19,Transit
10506,Kepler-127 d,,2.51,,578.0,0.0,0.282,3,1,,6169.0,Transit
10507,Kepler-127 d,,2.64,,,,0.28,3,1,,6106.0,Transit
10508,Kepler-127 d,,2.48,28.6,590.0,0.0,0.2791,3,1,,6075.0,Transit
10509,Kepler-127 d,,2.554,31.519,,,,3,1,,6125.0,Transit
10510,Kepler-127 d,,2.54,29.33,593.0,0.0,0.2799,3,1,,6106.0,Transit
10511,Kepler-127 d,,,,,,,3,1,,6066.19,Transit
10512,Kepler-127 d,,2.54,29.33,593.0,0.0,0.2799,3,1,,6106.0,Transit
10513,Kepler-127 d,,,,,,,3,1,,6066.19,Transit
10514,Kepler-127 d,,2.54,29.33,593.0,0.0,0.2799,3,1,,6106.0,Transit
10515,Kepler-1270 b,,,,,,,1,1,,4995.14,Transit
10516,Kepler-1270 b,,3.34,1540.84,1598.0,0.0,0.0663,1,1,,4924.0,Transit
10517,Kepler-1270 b,,3.01,1086.18,1464.0,0.0,0.0712,1,1,,5190.0,Transit
10518,Kepler-1270 b,,3.32,,,,,1,1,,5047.0,Transit
10519,Kepler-1270 b,,,,,,,1,1,,4995.14,Transit
10520,Kepler-1270 b,,3.01,1086.18,1464.0,0.0,0.0712,1,1,,5190.0,Transit
10521,Kepler-1270 b,,3.12,,1482.0,0.0,0.072,1,1,,5172.0,Transit
10522,Kepler-1270 b,,3.01,1086.18,1464.0,0.0,0.0712,1,1,,5190.0,Transit
10523,Kepler-1270 b,,2.872,1217.395,,,,1,1,,5005.0,Transit
10524,Kepler-1270 b,,,,,,,1,1,,4995.14,Transit
10525,Kepler-1270 b,,3.113,1026.2,,,0.07045,1,1,,5005.0,Transit
10526,Kepler-1271 b,,,,,,,1,1,,6050.0,Transit
10527,Kepler-1271 b,,1.62,1148.47,1484.0,0.0,0.0418,1,1,,6123.0,Transit
10528,Kepler-1271 b,,1.2,788.13,1351.0,0.0,0.0423,1,1,,6184.0,Transit
10529,Kepler-1271 b,,1.2,788.13,1351.0,0.0,0.0423,1,1,,6184.0,Transit
10530,Kepler-1271 b,,1.15,,1344.0,0.0,0.042,1,1,,6176.0,Transit
10531,Kepler-1271 b,,1.48,,,,,1,1,,6143.0,Transit
10532,Kepler-1271 b,,,,,,,1,1,,6050.0,Transit
10533,Kepler-1271 b,,1.331,911.3,,,0.04233,1,1,,6099.0,Transit
10534,Kepler-1271 b,,1.2,788.13,1351.0,0.0,0.0423,1,1,,6184.0,Transit
10535,Kepler-1271 b,,1.498,975.181,,,,1,1,,6099.0,Transit
10536,Kepler-1272 b,,,,,,,1,1,,5807.0,Transit
10537,Kepler-1272 b,,2.41,20.38,542.0,0.0,0.2704,1,1,,6071.0,Transit
10538,Kepler-1272 b,,3.157,34.433,,,,1,1,,6070.0,Transit
10539,Kepler-1272 b,,2.7,,541.0,0.0,0.272,1,1,,6057.0,Transit
10540,Kepler-1272 b,,,,,,,1,1,,5807.0,Transit
10541,Kepler-1272 b,,2.37,,,,,1,1,,5926.0,Transit
10542,Kepler-1272 b,,2.41,20.38,542.0,0.0,0.2704,1,1,,6071.0,Transit
10543,Kepler-1272 b,,2.43,20.36,542.0,0.0,0.2705,1,1,,6071.0,Transit
10544,Kepler-1272 b,,2.41,20.38,542.0,0.0,0.2704,1,1,,6071.0,Transit
10545,Kepler-1272 b,,,,,,,1,1,,5807.0,Transit
10546,Kepler-1273 b,,2.59,25.54,573.0,0.0,0.1857,1,1,,5774.0,Transit
10547,Kepler-1273 b,,,,,,,1,1,,5437.0,Transit
10548,Kepler-1273 b,,1.818,14.877,,,,1,1,,5768.0,Transit
10549,Kepler-1273 b,,2.59,25.54,573.0,0.0,0.1857,1,1,,5774.0,Transit
10550,Kepler-1273 b,,,,,,,1,1,,5437.0,Transit
10551,Kepler-1273 b,,2.3,,542.0,0.0,0.18,1,1,,5679.0,Transit
10552,Kepler-1273 b,,2.49,,,,,1,1,,5566.0,Transit
10553,Kepler-1273 b,,,,,,,1,1,,5437.0,Transit
10554,Kepler-1273 b,,2.38,25.54,573.0,0.0,0.1857,1,1,,5774.0,Transit
10555,Kepler-1273 b,,2.59,25.54,573.0,0.0,0.1857,1,1,,5774.0,Transit
10556,Kepler-1274 b,,1.31,902.05,1398.0,0.0,0.0799,1,1,,6131.0,Transit
10557,Kepler-1274 b,,1.31,902.05,1398.0,0.0,0.0799,1,1,,6131.0,Transit
10558,Kepler-1274 b,,,,,,,1,1,,5972.25,Transit
10559,Kepler-1274 b,,,,,,,1,1,,5972.25,Transit
10560,Kepler-1274 b,,1.32,923.1,,,0.08161,1,1,,6198.0,Transit
10561,Kepler-1274 b,,1.31,902.05,1398.0,0.0,0.0799,1,1,,6131.0,Transit
10562,Kepler-1274 b,,1.436,975.81,,,,1,1,,6198.0,Transit
10563,Kepler-1274 b,,1.42,865.81,1384.0,0.0,0.0806,1,1,,6054.0,Transit
10564,Kepler-1274 b,,1.42,,,,,1,1,,6179.0,Transit
10565,Kepler-1274 b,,0.78,,1139.0,0.0,0.075,1,1,,6321.0,Transit
10566,Kepler-1275 b,,,,,,,1,1,,6048.32,Transit
10567,Kepler-1275 b,,,,,,,1,1,,6048.32,Transit
10568,Kepler-1275 b,,1.19,717.83,1320.0,0.0,0.0477,1,1,,6269.0,Transit
10569,Kepler-1275 b,,1.19,717.83,1320.0,0.0,0.0477,1,1,,6269.0,Transit
10570,Kepler-1275 b,,1.22,,1290.0,0.0,0.048,1,1,,6269.0,Transit
10571,Kepler-1275 b,,1.48,,,,,1,1,,6296.0,Transit
10572,Kepler-1275 b,,1.19,717.83,1320.0,0.0,0.0477,1,1,,6269.0,Transit
10573,Kepler-1275 b,,1.32,828.52,1368.0,0.0,0.0488,1,1,,6078.0,Transit
10574,Kepler-1275 b,,1.313,822.484,,,,1,1,,6081.0,Transit
10575,Kepler-1276 b,,,,,,,1,1,,6257.0,Transit
10576,Kepler-1276 b,,,,,,,1,1,,6257.0,Transit
10577,Kepler-1276 b,,1.18,,931.0,0.0,0.112,1,1,,6482.0,Transit
10578,Kepler-1276 b,,1.09,161.43,909.0,0.0,0.1055,1,1,,6456.0,Transit
10579,Kepler-1276 b,,1.09,161.43,909.0,0.0,0.1055,1,1,,6456.0,Transit
10580,Kepler-1276 b,,1.19,,,,,1,1,,6188.0,Transit
10581,Kepler-1276 b,,1.047,139.77,,,,1,1,,6145.0,Transit
10582,Kepler-1276 b,,1.117,132.6,,,0.10863,1,1,,6145.0,Transit
10583,Kepler-1276 b,,1.09,161.43,909.0,0.0,0.1055,1,1,,6456.0,Transit
10584,Kepler-1276 b,,1.09,145.82,886.0,0.0,0.1072,1,1,,6084.0,Transit
10585,Kepler-1276 b,,,,,,,1,1,,6257.0,Transit
10586,Kepler-1277 b,,1.32,11.95,474.0,0.0,0.2128,1,1,,5670.0,Transit
10587,Kepler-1277 b,,1.37,,491.0,0.0,0.229,1,1,,5744.0,Transit
10588,Kepler-1277 b,,1.32,11.95,474.0,0.0,0.2128,1,1,,5670.0,Transit
10589,Kepler-1277 b,,1.6,,,,,1,1,,5578.0,Transit
10590,Kepler-1277 b,,,,,,,1,1,,5613.0,Transit
10591,Kepler-1277 b,,1.5,14.3,496.0,0.0,0.2237,1,1,,5529.0,Transit
10592,Kepler-1277 b,,1.482,12.4,,,0.21857,1,1,,5478.0,Transit
10593,Kepler-1277 b,,1.408,12.11,,,,1,1,,5478.0,Transit
10594,Kepler-1277 b,,,,,,,1,1,,5613.0,Transit
10595,Kepler-1277 b,,1.32,11.95,474.0,0.0,0.2128,1,1,,5670.0,Transit
10596,Kepler-1277 b,,,,,,,1,1,,5613.0,Transit
10597,Kepler-1278 b,,1.257,1314.67,,,,1,1,,6010.0,Transit
10598,Kepler-1278 b,,0.77,511.14,1213.0,0.0,0.0419,1,1,,6075.0,Transit
10599,Kepler-1278 b,,0.77,511.14,1213.0,0.0,0.0419,1,1,,6075.0,Transit
10600,Kepler-1278 b,,,,,,,1,1,,6022.0,Transit
10601,Kepler-1278 b,,0.77,511.14,1213.0,0.0,0.0419,1,1,,6075.0,Transit
