,pl_name,pl_bmasse,pl_rade,pl_insol,pl_eqt,pl_orbeccen,pl_orbsmax,sy_pnum,sy_snum,st_spectype,st_teff,discoverymethod
21065,Kepler-248 b,,2.915,82.6,,,0.06302,2,1,,4973.0,Transit
21066,Kepler-248 b,,,,,,,2,1,,5175.0,Transit
21067,Kepler-248 b,,,,,,,2,1,,5175.0,Transit
21068,Kepler-248 b,,3.16,101.52,810.0,0.0,0.0654,2,1,,5130.0,Transit
21069,Kepler-248 c,,,,,,,2,1,,5175.0,Transit
21070,Kepler-248 c,,4.14,30.14,598.0,0.0,0.1229,2,1,,5191.0,Transit
21071,Kepler-248 c,,4.12,,,,,2,1,,5182.0,Transit
21072,Kepler-248 c,,4.07,,,,0.123,2,1,,5190.0,Transit
21073,Kepler-248 c,,,,,,,2,1,,5175.0,Transit
21074,Kepler-248 c,,4.53,,613.0,0.0,0.122,2,1,,5190.0,Transit
21075,Kepler-248 c,,3.902,23.4,,,0.11837,2,1,,4973.0,Transit
21076,Kepler-248 c,,4.22,28.75,591.0,0.0,0.1229,2,1,,5130.0,Transit
21077,Kepler-248 c,,4.22,28.75,591.0,0.0,0.1229,2,1,,5130.0,Transit
21078,Kepler-248 c,,3.883,22.459,,,,2,1,,4973.0,Transit
21079,Kepler-248 c,,4.22,28.75,591.0,0.0,0.1229,2,1,,5130.0,Transit
21080,Kepler-248 c,,,,,,,2,1,,5175.0,Transit
21081,Kepler-249 b,,1.134,34.718,,,,3,1,,3565.0,Transit
21082,Kepler-249 b,,0.99,23.55,,,,3,1,,3635.0,Transit
21083,Kepler-249 b,,0.95,24.26,,,,3,1,,3587.0,Transit
21084,Kepler-249 b,,1.09,23.35,561.0,0.0,0.0331,3,1,,3568.0,Transit
21085,Kepler-249 b,,1.09,23.35,561.0,0.0,0.0331,3,1,,3568.0,Transit
21086,Kepler-249 b,,0.91,22.19,554.0,0.0,0.0331,3,1,,3561.0,Transit
21087,Kepler-249 b,,1.2,,629.0,0.0,0.035,3,1,,3803.0,Transit
21088,Kepler-249 b,,1.0,,,,,3,1,,3632.0,Transit
21089,Kepler-249 b,,,,,,,3,1,,3635.0,Transit
21090,Kepler-249 b,,1.045,27.43,,,,3,1,,3630.0,Transit
21091,Kepler-249 b,,,,,,,3,1,,3635.0,Transit
21092,Kepler-249 b,,0.96,,562.0,,0.03303,3,1,M2 V,3568.0,Transit
21093,Kepler-249 b,,1.09,23.35,561.0,0.0,0.0331,3,1,,3568.0,Transit
21094,Kepler-249 b,,,,,,,3,1,,3635.0,Transit
21095,Kepler-249 b,,1.09,,,,0.035,3,1,,3568.0,Transit
21096,Kepler-249 c,,,,,,,3,1,,3635.0,Transit
21097,Kepler-249 c,,1.27,8.74,,,,3,1,,3587.0,Transit
21098,Kepler-249 c,,1.25,8.49,,,,3,1,,3635.0,Transit
21099,Kepler-249 c,,1.16,8.01,429.0,0.0,0.0551,3,1,,3561.0,Transit
21100,Kepler-249 c,,1.51,,,,0.058,3,1,,3568.0,Transit
21101,Kepler-249 c,,1.17,,,,,3,1,,3632.0,Transit
21102,Kepler-249 c,,1.394,9.876,,,,3,1,,3630.0,Transit
21103,Kepler-249 c,,1.27,8.43,435.0,0.0,0.0551,3,1,,3568.0,Transit
21104,Kepler-249 c,,1.27,8.43,435.0,0.0,0.0551,3,1,,3568.0,Transit
21105,Kepler-249 c,,,,,,,3,1,,3635.0,Transit
21106,Kepler-249 c,,1.27,8.43,435.0,0.0,0.0551,3,1,,3568.0,Transit
21107,Kepler-249 c,,,,,,,3,1,,3635.0,Transit
21108,Kepler-249 c,,1.28,,435.0,,0.05504,3,1,M2 V,3568.0,Transit
21109,Kepler-249 c,,1.57,,489.0,0.0,0.058,3,1,,3803.0,Transit
21110,Kepler-249 c,,1.447,12.529,,,,3,1,,3565.0,Transit
21111,Kepler-249 d,,1.394,3.536,,,,3,1,,3630.0,Transit
21112,Kepler-249 d,,,,,,,3,1,,3635.0,Transit
21113,Kepler-249 d,,,,,,,3,1,,3635.0,Transit
21114,Kepler-249 d,,1.57,,,,0.097,3,1,,3568.0,Transit
21115,Kepler-249 d,,1.11,2.86,332.0,0.0,0.0922,3,1,,3561.0,Transit
21116,Kepler-249 d,,1.08,,,,,3,1,,3632.0,Transit
21117,Kepler-249 d,,1.54,,380.0,0.0,0.096,3,1,,3803.0,Transit
21118,Kepler-249 d,,1.382,4.474,,,,3,1,,3565.0,Transit
21119,Kepler-249 d,,1.33,,336.0,,0.09198,3,1,M2 V,3568.0,Transit
21120,Kepler-249 d,,1.21,3.02,336.0,0.0,0.0921,3,1,,3568.0,Transit
21121,Kepler-249 d,,1.24,3.13,,,,3,1,,3587.0,Transit
21122,Kepler-249 d,,1.21,3.02,336.0,0.0,0.0921,3,1,,3568.0,Transit
21123,Kepler-249 d,,1.17,3.04,,,,3,1,,3635.0,Transit
21124,Kepler-249 d,,,,,,,3,1,,3635.0,Transit
21125,Kepler-249 d,,1.21,3.02,336.0,0.0,0.0921,3,1,,3568.0,Transit
21126,Kepler-25 b,8.7,2.748,,,0.0029,,3,2,,,Transit
21127,Kepler-25 b,,3.4,,1313.0,0.0,0.07,3,2,,6103.0,Transit
21128,Kepler-25 b,,2.97282834,587.1291,1255.46,,,3,2,,6212.0,Transit
21129,Kepler-25 b,,2.64,479.56,1193.0,0.0,0.0703,3,2,,6270.0,Transit
21130,Kepler-25 b,,,,,,,3,2,,6212.0,Transit
21131,Kepler-25 b,,2.64,479.56,1193.0,0.0,0.0703,3,2,,6270.0,Transit
21132,Kepler-25 b,9.6,2.71,,,,,3,2,,6270.0,Transit
21133,Kepler-25 b,,2.58,,,,,3,2,,6212.0,Transit
21134,Kepler-25 b,,2.702,,,0.05,,3,2,,6212.0,Transit
21135,Kepler-25 b,0.0275,,,,0.0029,,3,2,F8,6354.0,Transit
21136,Kepler-25 b,,,,,,,3,2,,6212.0,Transit
21137,Kepler-25 b,4036.3,2.6,,,,0.068,3,2,,6190.0,Transit
21138,Kepler-25 b,,2.71,542.96,,,,3,2,,6285.0,Transit
21139,Kepler-25 b,,,,,,,3,2,,6212.0,Transit
21140,Kepler-25 b,,2.53,465.61,1185.0,0.0,0.0685,3,2,,6267.0,Transit
21141,Kepler-25 b,,2.704,522.6,,,0.0695,3,2,,6285.0,Transit
21142,Kepler-25 b,9.0,2.6,,,,,3,2,,,Transit
21143,Kepler-25 b,,2.64,479.56,1193.0,0.0,0.0703,3,2,,6270.0,Transit
21144,Kepler-25 b,1.63,,,,,,3,2,,,Transit
21145,Kepler-25 b,10.79716709,2.704,,,0.0,0.0694451968,3,2,,,Transit
21146,Kepler-25 c,,4.51,185.61,941.0,0.0,0.113,3,2,,6270.0,Transit
21147,Kepler-25 c,,4.627,202.2,,,0.1117,3,2,,6285.0,Transit
21148,Kepler-25 c,,4.59,,,,,3,2,,6212.0,Transit
21149,Kepler-25 c,24.06546146,4.627,,,0.0,0.1116658582,3,2,,,Transit
21150,Kepler-25 c,,,,,,,3,2,,6212.0,Transit
21151,Kepler-25 c,15.2,5.217,,,0.0061,,3,2,,,Transit
21152,Kepler-25 c,,4.75,180.23,934.0,0.0,0.1101,3,2,,6267.0,Transit
21153,Kepler-25 c,14.3,4.5,,,,,3,2,,,Transit
21154,Kepler-25 c,,4.51,185.61,941.0,0.0,0.113,3,2,,6270.0,Transit
21155,Kepler-25 c,2.34531,,,,,,3,2,,,Transit
21156,Kepler-25 c,,6.51,,1033.0,0.0,0.113,3,2,,6103.0,Transit
21157,Kepler-25 c,0.0479,,,,0.0061,,3,2,F8,6354.0,Transit
21158,Kepler-25 c,,5.095,210.172,,,,3,2,,6285.0,Transit
21159,Kepler-25 c,24.6,5.2,,,,,3,2,,6270.0,Transit
21160,Kepler-25 c,,5.154,,,0.01,,3,2,,6212.0,Transit
21161,Kepler-25 c,,,,,,,3,2,,6212.0,Transit
21162,Kepler-25 c,,4.51,185.61,941.0,0.0,0.113,3,2,,6270.0,Transit
21163,Kepler-25 c,,,,,,,3,2,,6212.0,Transit
21164,Kepler-25 c,1322.12,4.5,,,,0.11,3,2,,6190.0,Transit
21165,Kepler-25 c,,4.96046,41.1042,705.0,,,3,2,,6212.0,Transit
21166,Kepler-25 c,,,,,0.0,,3,2,,6354.0,Transit
21167,Kepler-25 d,71.9,,,,0.13,,3,2,,,Radial Velocity
21168,Kepler-25 d,71.82921998,,,,0.13,,3,2,F8,6354.0,Radial Velocity
21169,Kepler-25 d,89.9,,,,,,3,2,,6270.0,Radial Velocity
21170,Kepler-25 d,68.70989671,,,,0.0,0.4164221832,3,2,,,Radial Velocity
21171,Kepler-250 b,,1.087,142.3,,,0.04704,3,1,,5007.0,Transit
21172,Kepler-250 b,,1.08,182.76,938.0,0.0,0.0469,3,1,,5029.0,Transit
21173,Kepler-250 b,,1.13,,,,0.048,3,1,,5160.0,Transit
21174,Kepler-250 b,,1.16,175.04,928.0,0.0,0.0479,3,1,,5162.0,Transit
21175,Kepler-250 b,,0.975,148.103,,,,3,1,,5007.0,Transit
21176,Kepler-250 b,,,,,,,3,1,,5015.0,Transit
21177,Kepler-250 b,,0.99,,912.0,0.0,0.046,3,1,,5099.0,Transit
21178,Kepler-250 b,,1.16,175.04,928.0,0.0,0.0479,3,1,,5162.0,Transit
21179,Kepler-250 b,,1.16,175.04,928.0,0.0,0.0479,3,1,,5162.0,Transit
21180,Kepler-250 b,,1.12,,,,,3,1,,5097.0,Transit
21181,Kepler-250 b,,,,,,,3,1,,5015.0,Transit
21182,Kepler-250 c,,2.41,84.6,773.0,0.0,0.0689,3,1,,5162.0,Transit
21183,Kepler-250 c,,2.238,71.499,,,,3,1,,5007.0,Transit
21184,Kepler-250 c,,,,,,,3,1,,5015.0,Transit
21185,Kepler-250 c,,,,,,,3,1,,5015.0,Transit
21186,Kepler-250 c,,,,,,,3,1,,5015.0,Transit
21187,Kepler-250 c,,2.41,84.6,773.0,0.0,0.0689,3,1,,5162.0,Transit
21188,Kepler-250 c,,2.28,,,,0.069,3,1,,5160.0,Transit
21189,Kepler-250 c,,2.269,68.9,,,0.06767,3,1,,5007.0,Transit
21190,Kepler-250 c,,2.41,84.6,773.0,0.0,0.0689,3,1,,5162.0,Transit
21191,Kepler-250 c,,2.41,,,,,3,1,,5097.0,Transit
21192,Kepler-250 c,,2.47,88.23,782.0,0.0,0.0675,3,1,,5029.0,Transit
21193,Kepler-250 c,,2.3,,761.0,0.0,0.066,3,1,,5099.0,Transit
21194,Kepler-250 d,,2.23,25.42,573.0,0.0,0.1257,3,1,,5162.0,Transit
21195,Kepler-250 d,,2.5,,562.0,0.0,0.121,3,1,,5099.0,Transit
21196,Kepler-250 d,,2.205,21.463,,,,3,1,,5007.0,Transit
21197,Kepler-250 d,,,,,,,3,1,,5015.0,Transit
21198,Kepler-250 d,,2.18,,,,0.127,3,1,,5160.0,Transit
21199,Kepler-250 d,,2.43,26.49,579.0,0.0,0.1232,3,1,,5029.0,Transit
21200,Kepler-250 d,,2.24,,,,,3,1,,5097.0,Transit
21201,Kepler-250 d,,2.23,25.42,573.0,0.0,0.1257,3,1,,5162.0,Transit
21202,Kepler-250 d,,,,,,,3,1,,5015.0,Transit
21203,Kepler-250 d,,2.098,20.7,,,0.1235,3,1,,5007.0,Transit
21204,Kepler-250 d,,,,,,,3,1,,5015.0,Transit
21205,Kepler-250 d,,2.23,25.42,573.0,0.0,0.1257,3,1,,5162.0,Transit
21206,Kepler-251 b,,1.8,414.79,1151.0,0.0,0.0546,4,1,,5883.0,Transit
21207,Kepler-251 b,,1.33,,,,0.053,4,1,,5526.0,Transit
21208,Kepler-251 b,,1.49,,,,,4,1,,5622.0,Transit
21209,Kepler-251 b,,1.357,186.2,,,0.05354,4,1,,5492.0,Transit
21210,Kepler-251 b,,,,,,,4,1,,5536.0,Transit
21211,Kepler-251 b,,1.8,414.79,1151.0,0.0,0.0546,4,1,,5883.0,Transit
21212,Kepler-251 b,,1.297,203.169,,,,4,1,,5492.0,Transit
21213,Kepler-251 b,,1.66,,1153.0,0.0,0.055,4,1,,5870.0,Transit
21214,Kepler-251 b,,1.8,414.79,1151.0,0.0,0.0546,4,1,,5883.0,Transit
21215,Kepler-251 b,,,,,,,4,1,,5536.0,Transit
21216,Kepler-251 b,,1.36,227.24,990.0,0.0,0.0525,4,1,,5527.0,Transit
21217,Kepler-251 c,,2.596,38.953,,,,4,1,,5492.0,Transit
21218,Kepler-251 c,,3.6,,765.0,0.0,0.125,4,1,,5870.0,Transit
21219,Kepler-251 c,,3.59,79.78,762.0,0.0,0.1245,4,1,,5883.0,Transit
21220,Kepler-251 c,,3.59,79.78,762.0,0.0,0.1245,4,1,,5883.0,Transit
21221,Kepler-251 c,,2.72,43.57,655.0,0.0,0.1199,4,1,,5527.0,Transit
21222,Kepler-251 c,,2.704,35.8,,,0.1222,4,1,,5492.0,Transit
21223,Kepler-251 c,,3.59,79.78,762.0,0.0,0.1245,4,1,,5883.0,Transit
21224,Kepler-251 c,,3.08,,,,,4,1,,5622.0,Transit
21225,Kepler-251 c,,2.77,,,,0.122,4,1,,5526.0,Transit
21226,Kepler-251 c,,,,,,,4,1,,5536.0,Transit
21227,Kepler-251 c,,,,,,,4,1,,5536.0,Transit
21228,Kepler-251 c,,,,,,,4,1,,5536.0,Transit
21229,Kepler-251 d,,4.25,35.78,624.0,0.0,0.1859,4,1,,5883.0,Transit
21230,Kepler-251 d,,3.58,,,,,4,1,,5622.0,Transit
21231,Kepler-251 d,,,,,,,4,1,,5536.0,Transit
21232,Kepler-251 d,,3.14,19.55,536.0,0.0,0.179,4,1,,5527.0,Transit
21233,Kepler-251 d,,3.8,,625.0,0.0,0.187,4,1,,5870.0,Transit
21234,Kepler-251 d,,4.25,35.78,624.0,0.0,0.1859,4,1,,5883.0,Transit
21235,Kepler-251 d,,2.77,,,,0.182,4,1,,5526.0,Transit
21236,Kepler-251 d,,3.199,16.1,,,0.18245,4,1,,5492.0,Transit
21237,Kepler-251 d,,4.25,35.78,624.0,0.0,0.1859,4,1,,5883.0,Transit
21238,Kepler-251 d,,3.003,17.477,,,,4,1,,5492.0,Transit
21239,Kepler-251 d,,,,,,,4,1,,5536.0,Transit
21240,Kepler-251 d,,,,,,,4,1,,5536.0,Transit
21241,Kepler-251 e,,2.926,3.3,,,0.40501,4,1,,5492.0,Transit
21242,Kepler-251 e,,3.89,7.26,419.0,0.0,0.4126,4,1,,5883.0,Transit
21243,Kepler-251 e,,,,,,,4,1,,5536.0,Transit
21244,Kepler-251 e,,4.1,,420.0,0.0,0.414,4,1,,5870.0,Transit
21245,Kepler-251 e,,3.89,7.26,419.0,0.0,0.4126,4,1,,5883.0,Transit
21246,Kepler-251 e,,2.64,3.97,360.0,0.0,0.3973,4,1,,5527.0,Transit
21247,Kepler-251 e,,3.27,,,,,4,1,,5622.0,Transit
21248,Kepler-251 e,,2.52,3.548,,,,4,1,,5492.0,Transit
21249,Kepler-251 e,,3.89,7.26,419.0,0.0,0.4126,4,1,,5883.0,Transit
21250,Kepler-251 e,,2.77,,,,0.404,4,1,,5526.0,Transit
21251,Kepler-251 e,,,,,,,4,1,,5536.0,Transit
21252,Kepler-252 b,,1.37,,,,,2,1,,4542.0,Transit
21253,Kepler-252 b,,1.23,,,,0.058,2,1,,4208.0,Transit
21254,Kepler-252 b,,1.2,28.25,588.0,0.0,0.0588,2,1,,4208.0,Transit
21255,Kepler-252 b,,1.386,39.264,,,,2,1,,4208.0,Transit
21256,Kepler-252 b,,1.18,28.06,587.0,0.0,0.0589,2,1,,4201.0,Transit
21257,Kepler-252 b,,,,,,,2,1,,4458.0,Transit
21258,Kepler-252 b,,,,,,,2,1,,4458.0,Transit
21259,Kepler-252 b,,1.2,28.25,588.0,0.0,0.0588,2,1,,4208.0,Transit
21260,Kepler-252 b,,,,,,,2,1,,4458.0,Transit
21261,Kepler-252 b,,1.2,28.25,588.0,0.0,0.0588,2,1,,4208.0,Transit
21262,Kepler-252 b,,1.26,,608.0,0.0,0.059,2,1,,4397.0,Transit
21263,Kepler-252 c,,,,,,,2,1,,4458.0,Transit
21264,Kepler-252 c,,2.4,,501.0,,0.08145,2,1,M0 V,4208.0,Transit
21265,Kepler-252 c,,2.34,14.66,499.0,0.0,0.0815,2,1,,4201.0,Transit
21266,Kepler-252 c,,,,,,,2,1,,4458.0,Transit
21267,Kepler-252 c,,2.38,14.78,500.0,0.0,0.0813,2,1,,4208.0,Transit
21268,Kepler-252 c,,2.38,14.78,500.0,0.0,0.0813,2,1,,4208.0,Transit
21269,Kepler-252 c,,2.38,14.78,500.0,0.0,0.0813,2,1,,4208.0,Transit
21270,Kepler-252 c,,2.757,20.507,,,,2,1,,4208.0,Transit
21271,Kepler-252 c,,2.3,,519.0,0.0,0.081,2,1,,4397.0,Transit
21272,Kepler-252 c,,,,,,,2,1,,4458.0,Transit
21273,Kepler-252 c,,2.67,,,,,2,1,,4542.0,Transit
21274,Kepler-252 c,,2.15,,,,0.08,2,1,,4208.0,Transit
21275,Kepler-253 b,,1.69,199.71,959.0,0.0,0.0455,3,1,,5216.0,Transit
21276,Kepler-253 b,,1.63,,,,0.046,3,1,,5208.0,Transit
21277,Kepler-253 b,,1.7,191.78,949.0,0.0,0.0452,3,1,,5196.0,Transit
21278,Kepler-253 b,,1.71,186.4,,,0.04521,3,1,,5081.0,Transit
21279,Kepler-253 b,,,,,,,3,1,,5017.0,Transit
21280,Kepler-253 b,,1.77,,,,,3,1,,5216.0,Transit
21281,Kepler-253 b,,1.69,199.71,959.0,0.0,0.0455,3,1,,5216.0,Transit
21282,Kepler-253 b,,1.791,194.346,,,,3,1,,5081.0,Transit
21283,Kepler-253 b,,,,,,,3,1,,5017.0,Transit
21284,Kepler-253 b,,1.69,199.71,959.0,0.0,0.0455,3,1,,5216.0,Transit
21285,Kepler-253 b,,1.7,,911.0,0.0,0.044,3,1,,5148.0,Transit
21286,Kepler-253 c,,2.7,52.79,687.0,0.0,0.0885,3,1,,5216.0,Transit
21287,Kepler-253 c,,,,,,,3,1,,5017.0,Transit
21288,Kepler-253 c,,2.65,,,,0.089,3,1,,5208.0,Transit
21289,Kepler-253 c,,2.75,,,,,3,1,,5216.0,Transit
21290,Kepler-253 c,,,,,,,3,1,,5017.0,Transit
21291,Kepler-253 c,,2.7,52.79,687.0,0.0,0.0885,3,1,,5216.0,Transit
21292,Kepler-253 c,,2.734,49.2,,,0.08805,3,1,,5081.0,Transit
21293,Kepler-253 c,,2.656,51.273,,,,3,1,,5081.0,Transit
21294,Kepler-253 c,,2.5,,652.0,0.0,0.086,3,1,,5148.0,Transit
21295,Kepler-253 c,,2.7,52.79,687.0,0.0,0.0885,3,1,,5216.0,Transit
21296,Kepler-253 c,,,,,,,3,1,,5017.0,Transit
21297,Kepler-253 c,,2.53,50.6,680.0,0.0,0.088,3,1,,5196.0,Transit
21298,Kepler-253 d,,2.95,23.77,563.0,0.0,0.1284,3,1,,5196.0,Transit
21299,Kepler-253 d,,3.17,24.81,569.0,0.0,0.1291,3,1,,5216.0,Transit
21300,Kepler-253 d,,3.199,23.1,,,0.12844,3,1,,5081.0,Transit
21301,Kepler-253 d,,,,,,,3,1,,5017.0,Transit
21302,Kepler-253 d,,,,,,,3,1,,5017.0,Transit
21303,Kepler-253 d,,3.17,24.81,569.0,0.0,0.1291,3,1,,5216.0,Transit
21304,Kepler-253 d,,,,,,,3,1,,5017.0,Transit
21305,Kepler-253 d,,3.17,24.81,569.0,0.0,0.1291,3,1,,5216.0,Transit
21306,Kepler-253 d,,3.17,,,,0.13,3,1,,5208.0,Transit
21307,Kepler-253 d,,2.9,,538.0,0.0,0.126,3,1,,5148.0,Transit
21308,Kepler-253 d,,3.29,,,,,3,1,,5216.0,Transit
21309,Kepler-253 d,,3.098,24.084,,,,3,1,,5081.0,Transit
21310,Kepler-254 b,,3.87,,,,0.064,3,1,,5957.0,Transit
21311,Kepler-254 b,,3.745,185.1,,,0.06004,3,1,,5503.0,Transit
21312,Kepler-254 b,,3.68,220.71,983.0,0.0,0.0629,3,1,,5941.0,Transit
21313,Kepler-254 b,,3.73,,,,,3,1,,5611.0,Transit
21314,Kepler-254 b,,,,,,,3,1,,5616.0,Transit
21315,Kepler-254 b,,3.68,220.71,983.0,0.0,0.0629,3,1,,5941.0,Transit
21316,Kepler-254 b,,,,,,,3,1,,5616.0,Transit
21317,Kepler-254 b,,3.594,184.341,,,,3,1,,5503.0,Transit
21318,Kepler-254 b,,3.68,220.71,983.0,0.0,0.0629,3,1,,5941.0,Transit
21319,Kepler-254 b,,4.09,248.57,1013.0,0.0,0.0622,3,1,,5561.0,Transit
21320,Kepler-254 b,,4.0,,994.0,0.0,0.064,3,1,,5956.0,Transit
21321,Kepler-254 b,,,,,,,3,1,,5616.0,Transit
21322,Kepler-254 c,3.2,2.09,,,,,3,1,,,Transit
21323,Kepler-254 c,,,,,,,3,1,,5616.0,Transit
21324,Kepler-254 c,,2.28,80.58,764.0,0.0,0.1041,3,1,,5941.0,Transit
21325,Kepler-254 c,,2.28,80.58,764.0,0.0,0.1041,3,1,,5941.0,Transit
21326,Kepler-254 c,,2.37,,,,,3,1,,5611.0,Transit
21327,Kepler-254 c,,2.52,,772.0,0.0,0.106,3,1,,5956.0,Transit
21328,Kepler-254 c,,2.58,90.65,787.0,0.0,0.103,3,1,,5561.0,Transit
21329,Kepler-254 c,,,,,,,3,1,,5616.0,Transit
21330,Kepler-254 c,,2.32,67.7,,,0.09938,3,1,,5503.0,Transit
21331,Kepler-254 c,,,,,,,3,1,,5616.0,Transit
21332,Kepler-254 c,,2.264,67.225,,,,3,1,,5503.0,Transit
21333,Kepler-254 c,,2.15,,,,0.105,3,1,,5957.0,Transit
21334,Kepler-254 c,,2.28,80.58,764.0,0.0,0.1041,3,1,,5941.0,Transit
21335,Kepler-254 d,,,,,,,3,1,,5616.0,Transit
21336,Kepler-254 d,,3.05,52.38,686.0,0.0,0.1355,3,1,,5561.0,Transit
21337,Kepler-254 d,,2.676,38.844,,,,3,1,,5503.0,Transit
21338,Kepler-254 d,,2.5,,,,0.139,3,1,,5957.0,Transit
21339,Kepler-254 d,,2.653,39.1,,,0.13084,3,1,,5503.0,Transit
21340,Kepler-254 d,,2.6,46.53,666.0,0.0,0.137,3,1,,5941.0,Transit
21341,Kepler-254 d,,,,,,,3,1,,5616.0,Transit
21342,Kepler-254 d,,2.6,46.53,666.0,0.0,0.137,3,1,,5941.0,Transit
21343,Kepler-254 d,,2.6,46.53,666.0,0.0,0.137,3,1,,5941.0,Transit
21344,Kepler-254 d,,2.89,,674.0,0.0,0.139,3,1,,5956.0,Transit
21345,Kepler-254 d,,2.65,,,,,3,1,,5611.0,Transit
21346,Kepler-254 d,,,,,,,3,1,,,Transit
21347,Kepler-254 d,,,,,,,3,1,,5616.0,Transit
21348,Kepler-255 b,,1.78,210.16,971.0,0.0,0.0597,3,1,,5344.0,Transit
21349,Kepler-255 b,,,,,,,3,1,,5130.94,Transit
21350,Kepler-255 b,,1.55,171.73,923.0,0.0,0.0628,3,1,,5569.0,Transit
21351,Kepler-255 b,,1.55,,,,0.063,3,1,,5573.0,Transit
21352,Kepler-255 b,,1.55,171.73,923.0,0.0,0.0628,3,1,,5569.0,Transit
21353,Kepler-255 b,,1.622,174.395,,,,3,1,,5332.0,Transit
21354,Kepler-255 b,,,,,,,3,1,,5130.94,Transit
21355,Kepler-255 b,,1.51,,,,,3,1,,5431.0,Transit
21356,Kepler-255 b,,1.55,171.73,923.0,0.0,0.0628,3,1,,5569.0,Transit
21357,Kepler-255 b,,1.61,,878.0,0.0,0.06,3,1,,5463.0,Transit
21358,Kepler-255 c,,3.01,82.15,768.0,0.0,0.0908,3,1,,5569.0,Transit
21359,Kepler-255 c,,2.92,,,,,3,1,,5431.0,Transit
21360,Kepler-255 c,,3.01,82.15,768.0,0.0,0.0908,3,1,,5569.0,Transit
21361,Kepler-255 c,,2.853,83.264,,,,3,1,,5332.0,Transit
21362,Kepler-255 c,,,,,,,3,1,,5130.94,Transit
21363,Kepler-255 c,,,,,,,3,1,,5130.94,Transit
21364,Kepler-255 c,,3.12,100.34,807.0,0.0,0.0864,3,1,,5344.0,Transit
21365,Kepler-255 c,,2.9,,729.0,0.0,0.087,3,1,,5463.0,Transit
21366,Kepler-255 c,,3.01,82.15,768.0,0.0,0.0908,3,1,,5569.0,Transit
21367,Kepler-255 c,,2.99,,,,0.092,3,1,,5573.0,Transit
21368,Kepler-255 c,,,,,,,3,1,,5130.94,Transit
21369,Kepler-255 d,,1.45,2031.84,1710.0,0.0,0.0192,3,1,,5344.0,Transit
21370,Kepler-255 d,,,,,,,3,1,,5130.94,Transit
21371,Kepler-255 d,,1.37,1659.82,1628.0,0.0,0.0202,3,1,,5569.0,Transit
21372,Kepler-255 d,,1.32,,,,,3,1,,5431.0,Transit
21373,Kepler-255 d,,1.37,1659.82,1628.0,0.0,0.0202,3,1,,5569.0,Transit
21374,Kepler-255 d,,1.37,1659.82,1628.0,0.0,0.0202,3,1,,5569.0,Transit
21375,Kepler-255 d,,1.28,,1561.0,0.0,0.019,3,1,,5463.0,Transit
21376,Kepler-255 d,,1.323,1686.09,,,,3,1,,5332.0,Transit
21377,Kepler-255 d,,,,,,,3,1,,5130.94,Transit
21378,Kepler-256 b,,1.6,,,,,4,1,,5607.0,Transit
21379,Kepler-256 b,,1.236,1225.934,,,,4,1,,5608.0,Transit
21380,Kepler-256 b,,1.37,1348.59,1545.0,0.0,0.0277,4,1,,5936.0,Transit
21381,Kepler-256 b,,1.57,1893.42,1681.0,0.0,0.0265,4,1,,5553.0,Transit
21382,Kepler-256 b,,,,,,,4,1,,5571.0,Transit
21383,Kepler-256 b,,1.11,,1487.0,0.0,0.027,4,1,,5870.0,Transit
21384,Kepler-256 b,,1.37,1348.59,1545.0,0.0,0.0277,4,1,,5936.0,Transit
21385,Kepler-256 b,,1.37,1348.59,1545.0,0.0,0.0277,4,1,,5936.0,Transit
21386,Kepler-256 b,,1.59,,,,0.027,4,1,,5551.0,Transit
21387,Kepler-256 b,,1.363,1098.8,,,0.02735,4,1,,5608.0,Transit
21388,Kepler-256 b,,,,,,,4,1,,5571.0,Transit
21389,Kepler-256 c,,1.662,457.066,,,,4,1,,5608.0,Transit
21390,Kepler-256 c,,2.1,,,,,4,1,,5607.0,Transit
21391,Kepler-256 c,,2.15,,,,0.045,4,1,,5551.0,Transit
21392,Kepler-256 c,,,,,,,4,1,,5571.0,Transit
21393,Kepler-256 c,,1.79,504.25,1209.0,0.0,0.0453,4,1,,5936.0,Transit
21394,Kepler-256 c,,,,,,,4,1,,5571.0,Transit
21395,Kepler-256 c,,1.79,504.25,1209.0,0.0,0.0453,4,1,,5936.0,Transit
21396,Kepler-256 c,,1.783,411.3,,,0.0447,4,1,,5608.0,Transit
21397,Kepler-256 c,,1.79,504.25,1209.0,0.0,0.0453,4,1,,5936.0,Transit
21398,Kepler-256 c,,2.11,705.93,1315.0,0.0,0.0434,4,1,,5553.0,Transit
21399,Kepler-256 c,,1.54,,1165.0,0.0,0.044,4,1,,5870.0,Transit
21400,Kepler-256 d,,2.06,341.48,1097.0,0.0,0.0624,4,1,,5553.0,Transit
21401,Kepler-256 d,,2.0,,,,,4,1,,5607.0,Transit
21402,Kepler-256 d,,1.65,244.16,1008.0,0.0,0.0651,4,1,,5936.0,Transit
21403,Kepler-256 d,,1.54,,973.0,0.0,0.063,4,1,,5870.0,Transit
21404,Kepler-256 d,,1.625,221.1,,,,4,1,,5608.0,Transit
21405,Kepler-256 d,,1.65,244.16,1008.0,0.0,0.0651,4,1,,5936.0,Transit
21406,Kepler-256 d,,1.65,244.16,1008.0,0.0,0.0651,4,1,,5936.0,Transit
